"","pwsid","population_served_count_echo","service_connections_count_echo","pws_type_code_echo","gw_sw_code_echo","primary_source_code_echo","carceral_sys","count_of_viols_over5yrs_health","count_of_viols_over5yrs_mon","binary_viol_over5yrs_health","binary_viol_over5yrs_mon"
"1","CA0103039",116,99,"CWS","SW","SWP","other_water_systems",0,0,0,0
"2","CA0103040",50,19,"CWS","GW","GW","other_water_systems",0,0,0,0
"3","CA0103041",459,191,"CWS","SW","SWP","other_water_systems",0,0,0,0
"4","CA0105008",524,207,"CWS","GW","GWP","other_water_systems",0,0,0,0
"5","CA0105009",50,1,"NTNCWS","SW","SWP","other_water_systems",0,0,0,0
"6","CA0105020",82,33,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"7","CA0110001",344000,86959,"CWS","SW","SW","carceral_serving_water_system",0,0,0,0
"8","CA0110003",60414,18595,"CWS","SW","SWP","other_water_systems",0,0,0,0
"9","CA0110005",1442800,392875,"CWS","SW","SW","carceral_serving_water_system",0,0,0,0
"10","CA0110006",162954,36838,"CWS","SW","SWP","carceral_serving_water_system",0,0,0,0
"11","CA0110008",76689,22334,"CWS","SW","SWP","other_water_systems",0,0,0,0
"12","CA0110009",98776,25458,"CWS","SW","SWP","carceral_serving_water_system",0,0,0,0
"13","CA0110010",40,12,"CWS","SW","SW","other_water_systems",0,0,0,0
"14","CA0110011",38892,9958,"CWS","SW","SWP","other_water_systems",0,0,0,0
"15","CA0110012",281,102,"CWS","SW","SWP","other_water_systems",0,0,0,0
"16","CA0110016",1400,378,"CWS","SW","SWP","other_water_systems",0,0,0,0
"17","CA0110018",1,1,"CWS","GW","GW","other_water_systems",0,0,0,0
"18","CA0110650",90,1,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"19","CA0110701",10870,2,"NTNCWS","SW","SWP","other_water_systems",0,0,0,0
"20","CA0202501",100,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"21","CA0202503",50,16,"CWS","GW","GW","other_water_systems",0,0,0,0
"22","CA0202504",25,167,"CWS","SW","SW","other_water_systems",0,0,0,0
"23","CA0202522",70,32,"CWS","GW","GW","other_water_systems",0,0,0,0
"24","CA0202599",35,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"25","CA0205425",30,10,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"26","CA0210001",625,490,"CWS","SW","SW","other_water_systems",1,0,1,0
"27","CA0210002",7851,866,"CWS","GW","GW","other_water_systems",0,1,0,1
"28","CA0300010",221,67,"CWS","SW","SWP","other_water_systems",0,0,0,0
"29","CA0300011",40,20,"CWS","SW","GU","other_water_systems",0,0,0,0
"30","CA0300016",103,73,"CWS","SW","GU","other_water_systems",0,1,0,1
"31","CA0300019",100,66,"CWS","GW","GW","other_water_systems",1,0,1,0
"32","CA0300024",62,22,"CWS","GW","GW","other_water_systems",0,0,0,0
"33","CA0300037",3553,355,"CWS","SW","SW","other_water_systems",0,1,0,1
"34","CA0300053",44,27,"CWS","GW","GW","other_water_systems",0,0,0,0
"35","CA0300055",25,7,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"36","CA0300062",299,21,"CWS","GW","GW","other_water_systems",0,0,0,0
"37","CA0300073",32,9,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"38","CA0300078",40,12,"CWS","GW","GW","other_water_systems",0,1,0,1
"39","CA0300448",25,9,"NTNCWS","GW","GW","other_water_systems",0,3,0,1
"40","CA0300524",130,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"41","CA0301038",383,80,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"42","CA0310001",5019,2208,"CWS","SW","SWP","carceral_serving_water_system",1,0,1,0
"43","CA0310002",7227,2342,"CWS","SW","SW","carceral_serving_water_system",1,0,1,0
"44","CA0310003",4940,1754,"CWS","SW","SW","other_water_systems",0,0,0,0
"45","CA0310004",1060,534,"CWS","SW","SWP","other_water_systems",1,0,1,0
"46","CA0310005",1141,410,"CWS","SW","SWP","other_water_systems",0,0,0,0
"47","CA0310006",574,230,"CWS","GW","GW","other_water_systems",0,0,0,0
"48","CA0310008",1012,211,"CWS","GW","GW","other_water_systems",0,0,0,0
"49","CA0310011",838,337,"CWS","SW","SWP","other_water_systems",0,0,0,0
"50","CA0310012",8791,2738,"CWS","SW","SW","carceral_serving_water_system",0,0,0,0
"51","CA0310018",230,82,"CWS","SW","SWP","other_water_systems",0,0,0,0
"52","CA0310019",188,55,"CWS","GW","GW","other_water_systems",0,0,0,0
"53","CA0310021",2402,728,"CWS","GW","GW","other_water_systems",0,0,0,0
"54","CA0400001",150,54,"CWS","GW","GW","other_water_systems",0,0,0,0
"55","CA0400003",41,15,"CWS","GW","GW","other_water_systems",0,0,0,0
"56","CA0400004",119,42,"CWS","GW","GW","other_water_systems",0,0,0,0
"57","CA0400007",399,172,"CWS","GW","GW","other_water_systems",0,4,0,1
"58","CA0400008",290,91,"CWS","GW","GW","other_water_systems",0,0,0,0
"59","CA0400012",460,135,"CWS","GW","GW","other_water_systems",0,2,0,1
"60","CA0400013",90,97,"CWS","GW","GW","other_water_systems",0,0,0,0
"61","CA0400014",297,123,"CWS","GW","GW","other_water_systems",0,1,0,1
"62","CA0400016",28,8,"CWS","GW","GW","other_water_systems",0,0,0,0
"63","CA0400019",76,35,"CWS","GW","GW","other_water_systems",0,0,0,0
"64","CA0400020",327,88,"CWS","GW","GW","other_water_systems",0,3,0,1
"65","CA0400021",20,20,"CWS","GW","GW","other_water_systems",1,5,1,1
"66","CA0400023",75,25,"CWS","GW","GW","other_water_systems",0,0,0,0
"67","CA0400026",50,26,"CWS","GW","GW","other_water_systems",0,2,0,1
"68","CA0400027",180,127,"CWS","GW","GW","other_water_systems",0,0,0,0
"69","CA0400030",275,101,"CWS","GW","GW","other_water_systems",0,0,0,0
"70","CA0400040",253,184,"CWS","GW","GW","other_water_systems",0,1,0,1
"71","CA0400042",28,17,"CWS","GW","GW","other_water_systems",0,0,0,0
"72","CA0400051",220,80,"CWS","GW","GW","other_water_systems",0,0,0,0
"73","CA0400060",25,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"74","CA0400062",63,4,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"75","CA0400063",295,3,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"76","CA0400064",115,11,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"77","CA0400065",70,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"78","CA0400067",34,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"79","CA0400070",18000,55,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"80","CA0400073",230,17,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"81","CA0400078",46,21,"CWS","GW","GW","other_water_systems",1,0,1,0
"82","CA0400079",125,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"83","CA0400090",40,17,"CWS","GW","GW","other_water_systems",0,1,0,1
"84","CA0400091",99,30,"CWS","GW","GW","other_water_systems",0,0,0,0
"85","CA0400117",50,21,"CWS","GW","GW","other_water_systems",0,0,0,0
"86","CA0400123",58,28,"CWS","GW","GW","other_water_systems",0,0,0,0
"87","CA0400133",240,8,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"88","CA0400140",102,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"89","CA0400149",55,31,"CWS","GW","GW","other_water_systems",0,0,0,0
"90","CA0400150",41,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"91","CA0400151",160,55,"CWS","GW","GW","other_water_systems",0,0,0,0
"92","CA0400154",85,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"93","CA0400155",25,18,"CWS","GW","GW","other_water_systems",0,0,0,0
"94","CA0400158",51,22,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"95","CA0400162",600,3,"NTNCWS","GW","GW","other_water_systems",1,4,1,1
"96","CA0405001",888,269,"CWS","SW","SW","other_water_systems",0,0,0,0
"97","CA0405003",195,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"98","CA0409177",130,8,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"99","CA0409181",81,30,"CWS","GW","GW","other_water_systems",0,2,0,1
"100","CA0409183",120,86,"CWS","GW","GW","other_water_systems",0,3,0,1
"101","CA0409187",25,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"102","CA0409188",37,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"103","CA0409189",100,3,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"104","CA0409194",180,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"105","CA0409197",350,3,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"106","CA0410001",2060,800,"CWS","GW","GW","other_water_systems",0,1,0,1
"107","CA0410002",111831,30239,"CWS","GW","GW","other_water_systems",0,0,0,0
"108","CA0410003",1581,479,"CWS","GW","GW","other_water_systems",0,0,0,0
"109","CA0410004",7444,2282,"CWS","GW","GW","other_water_systems",0,0,0,0
"110","CA0410005",11045,3553,"CWS","SW","SW","other_water_systems",0,1,0,1
"111","CA0410006",22664,6868,"CWS","SW","SW","other_water_systems",0,0,0,0
"112","CA0410007",9142,9368,"CWS","SW","SW","other_water_systems",0,0,0,0
"113","CA0410008",12136,3141,"CWS","SW","SW","carceral_serving_water_system",1,1,1,1
"114","CA0410009",350,106,"CWS","GW","GW","other_water_systems",0,1,0,1
"115","CA0410011",10900,3300,"CWS","SW","SWP","other_water_systems",0,0,0,0
"116","CA0410012",73,22,"CWS","SW","SW","other_water_systems",0,0,0,0
"117","CA0410018",501,152,"CWS","SW","SW","other_water_systems",0,0,0,0
"118","CA0500009",75,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"119","CA0500019",67,34,"CWS","GW","GW","other_water_systems",0,0,0,0
"120","CA0500027",99,70,"CWS","GW","GW","other_water_systems",0,0,0,0
"121","CA0500039",150,11,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"122","CA0500053",50,13,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"123","CA0500068",99,37,"CWS","GW","GW","other_water_systems",0,0,0,0
"124","CA0500075",30,24,"CWS","GW","GW","other_water_systems",0,0,0,0
"125","CA0500082",288,102,"CWS","GW","GW","other_water_systems",0,0,0,0
"126","CA0500085",200,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"127","CA0500091",150,13,"CWS","SW","SW","other_water_systems",0,0,0,0
"128","CA0500095",85,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"129","CA0500097",100,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"130","CA0510001",4774,1735,"CWS","SW","SW","carceral_serving_water_system",2,0,1,0
"131","CA0510002",6286,1956,"CWS","SW","SW","other_water_systems",0,0,0,0
"132","CA0510003",3836,2000,"CWS","SW","SW","other_water_systems",0,0,0,0
"133","CA0510004",89,49,"CWS","SW","SW","other_water_systems",0,0,0,0
"134","CA0510005",1043,576,"CWS","SW","SW","other_water_systems",0,0,0,0
"135","CA0510006",9861,3884,"CWS","SW","SW","other_water_systems",0,0,0,0
"136","CA0510009",4801,1726,"CWS","SW","SWP","other_water_systems",0,0,0,0
"137","CA0510010",900,263,"CWS","GW","GW","other_water_systems",0,0,0,0
"138","CA0510011",361,298,"CWS","SW","SWP","other_water_systems",0,0,0,0
"139","CA0510012",837,448,"CWS","SW","SW","other_water_systems",0,0,0,0
"140","CA0510016",11545,6010,"CWS","SW","SW","other_water_systems",3,0,1,0
"141","CA0510017",5187,2759,"CWS","SW","SW","other_water_systems",0,0,0,0
"142","CA0510019",255,108,"CWS","GW","GW","other_water_systems",0,0,0,0
"143","CA0600005",250,63,"CWS","GW","GW","other_water_systems",0,2,0,1
"144","CA0600008",305,123,"CWS","GW","GW","other_water_systems",5,4,1,1
"145","CA0600012",246,88,"CWS","SW","SW","other_water_systems",0,2,0,1
"146","CA0600013",382,120,"CWS","GW","GW","other_water_systems",0,0,0,0
"147","CA0600065",556,40,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"148","CA0605002",390,5,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"149","CA0605004",84,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"150","CA0605007",151,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"151","CA0605011",185,56,"CWS","GW","GW","other_water_systems",0,0,0,0
"152","CA0605012",95,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"153","CA0610001",2778,1027,"CWS","GW","GW","other_water_systems",0,1,0,1
"154","CA0610002",6428,2258,"CWS","GW","GW","carceral_serving_water_system",0,1,0,1
"155","CA0610003",1175,393,"CWS","GW","GW","other_water_systems",0,0,0,0
"156","CA0610004",5538,1526,"CWS","GW","GW","other_water_systems",0,0,0,0
"157","CA0706004",170,50,"CWS","GW","GW","other_water_systems",4,0,1,0
"158","CA0706005",140,70,"CWS","GW","GW","other_water_systems",0,0,0,0
"159","CA0706028",350,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"160","CA0706029",600,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"161","CA0706050",60,61,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"162","CA0706102",41,6,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"163","CA0707501",60,32,"CWS","GW","GW","other_water_systems",0,1,0,1
"164","CA0707507",380,166,"CWS","GW","GW","other_water_systems",4,0,1,0
"165","CA0707517",32,10,"CWS","GW","GW","other_water_systems",0,1,0,1
"166","CA0707519",49,17,"CWS","GW","GW","other_water_systems",0,1,0,1
"167","CA0707523",200,62,"CWS","GW","GW","other_water_systems",0,0,0,0
"168","CA0707545",350,11,"CWS","GW","GW","other_water_systems",0,1,0,1
"169","CA0707547",73,22,"CWS","GW","GW","other_water_systems",0,0,0,0
"170","CA0707553",126,45,"CWS","GW","GW","other_water_systems",0,1,0,1
"171","CA0707556",100,110,"CWS","GW","GW","other_water_systems",0,1,0,1
"172","CA0707569",99,99,"CWS","GW","GW","other_water_systems",0,1,0,1
"173","CA0707572",123,43,"CWS","GW","GW","other_water_systems",0,1,0,1
"174","CA0707573",333,119,"CWS","GW","GW","other_water_systems",4,0,1,0
"175","CA0707575",185,65,"CWS","GW","GW","other_water_systems",0,0,0,0
"176","CA0707576",644,195,"CWS","GW","GW","other_water_systems",0,0,0,0
"177","CA0707577",230,89,"CWS","GW","GW","other_water_systems",0,1,0,1
"178","CA0707585",66,20,"CWS","GW","GW","other_water_systems",0,0,0,0
"179","CA0707588",156,66,"CWS","GW","GW","other_water_systems",0,0,0,0
"180","CA0707589",93,33,"CWS","GW","GW","other_water_systems",4,1,1,1
"181","CA0707594",45,16,"CWS","GW","GW","other_water_systems",0,1,0,1
"182","CA0707597",67,24,"CWS","GW","GW","other_water_systems",0,1,0,1
"183","CA0707598",210,75,"CWS","GW","GW","other_water_systems",0,0,0,0
"184","CA0707601",110,20,"CWS","GW","GW","other_water_systems",0,1,0,1
"185","CA0707603",549,202,"CWS","SW","SWP","other_water_systems",0,0,0,0
"186","CA0707608",75,24,"CWS","GW","GW","other_water_systems",0,0,0,0
"187","CA0707613",481,172,"CWS","GW","GW","other_water_systems",0,0,0,0
"188","CA0707615",132,20,"CWS","GW","GW","other_water_systems",0,0,0,0
"189","CA0707620",238,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"190","CA0707623",31,19,"CWS","GW","GW","other_water_systems",0,1,0,1
"191","CA0707625",600,46,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"192","CA0710001",115074,33597,"CWS","SW","SW","other_water_systems",0,0,0,0
"193","CA0710002",23731,5073,"CWS","SW","SWP","other_water_systems",0,0,0,0
"194","CA0710003",198000,60730,"CWS","SW","SW","carceral_serving_water_system",0,0,0,0
"195","CA0710004",64513,21441,"CWS","SW","SWP","other_water_systems",0,0,0,0
"196","CA0710006",30997,10230,"CWS","SW","SWP","carceral_serving_water_system",0,0,0,0
"197","CA0710007",43357,13617,"CWS","SW","SWP","other_water_systems",0,0,0,0
"198","CA0710008",62500,19534,"CWS","SW","SWP","other_water_systems",0,0,0,0
"199","CA0710009",16790,6163,"CWS","GW","GW","other_water_systems",0,0,0,0
"200","CA0710010",1,1,"CWS","SW","SWP","other_water_systems",0,0,0,0
"201","CA0710011",0,1,"CWS","SW","SWP","other_water_systems",0,0,0,0
"202","CA0710800",180,1,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"203","CA0800526",200,44,"CWS","GW","GW","other_water_systems",0,0,0,0
"204","CA0800532",650,116,"CWS","GW","GW","other_water_systems",0,0,0,0
"205","CA0800548",360,63,"CWS","GW","GW","other_water_systems",0,0,0,0
"206","CA0800552",250,89,"CWS","GW","GW","other_water_systems",0,0,0,0
"207","CA0800555",657,201,"CWS","SW","SW","other_water_systems",0,2,0,1
"208","CA0800556",185,69,"CWS","GW","GW","other_water_systems",0,2,0,1
"209","CA0800557",96,69,"CWS","GW","GW","other_water_systems",0,2,0,1
"210","CA0800603",65,23,"CWS","GW","GW","other_water_systems",1,3,1,1
"211","CA0800605",112,42,"CWS","GW","GW","other_water_systems",0,1,0,1
"212","CA0800647",421,1,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"213","CA0800649",120,2,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"214","CA0800700",120,60,"CWS","GW","GW","other_water_systems",0,2,0,1
"215","CA0800800",100,51,"CWS","GW","GW","other_water_systems",0,0,0,0
"216","CA0800825",58,27,"CWS","GW","GW","other_water_systems",0,1,0,1
"217","CA0810001",17170,3731,"CWS","GW","GW","carceral_serving_water_system",0,0,0,0
"218","CA0810002",2568,601,"CWS","GW","GW","other_water_systems",0,1,0,1
"219","CA0810003",2609,739,"CWS","GW","GWP","other_water_systems",0,0,0,0
"220","CA0810800",135,1,"NTNCWS","SW","GU","carceral_water_system",0,1,0,1
"221","CA0900102",134,48,"CWS","GW","GW","other_water_systems",1,1,1,1
"222","CA0900111",227,19,"NTNCWS","GW","GW","other_water_systems",0,4,0,1
"223","CA0900112",75,32,"CWS","GW","GW","other_water_systems",0,0,0,0
"224","CA0900210",120,7,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"225","CA0900300",150,118,"CWS","SW","SW","other_water_systems",1,3,1,1
"226","CA0900304",25,1,"NTNCWS","GW","GW","other_water_systems",0,63,0,1
"227","CA0900308",80,51,"CWS","GW","GW","other_water_systems",0,4,0,1
"228","CA0900309",125,8,"NTNCWS","GW","GW","other_water_systems",0,3,0,1
"229","CA0900404",75,35,"CWS","GW","GW","other_water_systems",0,1,0,1
"230","CA0900410",65,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"231","CA0900422",112,40,"CWS","GW","GW","other_water_systems",0,0,0,0
"232","CA0900529",310,4,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"233","CA0900649",3300,200,"NTNCWS","GW","GW","other_water_systems",1,0,1,0
"234","CA0900659",1940,5,"NTNCWS","GW","GW","other_water_systems",0,3,0,1
"235","CA0900660",1000,5,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"236","CA0901217",100,57,"CWS","GW","GW","other_water_systems",0,0,0,0
"237","CA0910001",132171,43500,"CWS","SW","SW","carceral_serving_water_system",0,0,0,0
"238","CA0910002",117013,14287,"CWS","GW","GW","carceral_serving_water_system",0,0,0,0
"239","CA0910003",9224,3050,"CWS","SW","SWP","other_water_systems",0,0,0,0
"240","CA0910006",1374,620,"CWS","SW","SW","other_water_systems",0,2,0,1
"241","CA0910007",3286,993,"CWS","GW","GW","other_water_systems",0,0,0,0
"242","CA0910012",703,625,"CWS","GW","GW","other_water_systems",0,0,0,0
"243","CA0910013",9434,3729,"CWS","SW","SW","carceral_serving_water_system",0,1,0,1
"244","CA0910015",1420,1566,"CWS","GW","GW","other_water_systems",1,0,1,0
"245","CA0910017",400,149,"CWS","SW","SW","other_water_systems",0,0,0,0
"246","CA0910018",535,191,"CWS","SW","SW","other_water_systems",0,0,0,0
"247","CA0910019",2648,142,"CWS","SW","SW","other_water_systems",0,1,0,1
"248","CA1000004",264,40,"CWS","GW","GW","other_water_systems",0,0,0,0
"249","CA1000005",72,67,"CWS","SW","SWP","other_water_systems",0,0,0,0
"250","CA1000018",302,108,"CWS","GW","GW","other_water_systems",0,0,0,0
"251","CA1000019",241,56,"CWS","SW","SW","other_water_systems",6,0,1,0
"252","CA1000021",417,149,"CWS","GW","GW","other_water_systems",0,0,0,0
"253","CA1000023",115,41,"CWS","GW","GW","other_water_systems",0,0,0,0
"254","CA1000039",132,47,"CWS","GW","GW","other_water_systems",0,0,0,0
"255","CA1000040",129,46,"CWS","GW","GW","other_water_systems",0,0,0,0
"256","CA1000041",176,67,"CWS","GW","GW","other_water_systems",0,0,0,0
"257","CA1000042",196,70,"CWS","GW","GW","other_water_systems",0,0,0,0
"258","CA1000053",528,158,"CWS","GW","GW","other_water_systems",1,0,1,0
"259","CA1000054",375,107,"CWS","GW","GWP","other_water_systems",1,0,1,0
"260","CA1000056",240,120,"CWS","GW","GW","other_water_systems",0,0,0,0
"261","CA1000057",92,28,"CWS","GW","GW","other_water_systems",2,0,1,0
"262","CA1000060",60,68,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"263","CA1000061",289,74,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"264","CA1000063",120,35,"CWS","GW","GW","other_water_systems",0,1,0,1
"265","CA1000069",345,201,"CWS","GW","GW","other_water_systems",0,0,0,0
"266","CA1000075",25,10,"CWS","GW","GW","other_water_systems",0,1,0,1
"267","CA1000078",291,104,"CWS","GW","GW","other_water_systems",0,0,0,0
"268","CA1000104",489,11,"NTNCWS","GW","GW","other_water_systems",1,0,1,0
"269","CA1000105",505,8,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"270","CA1000111",100,13,"NTNCWS","GW","GW","other_water_systems",1,0,1,0
"271","CA1000136",56,18,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"272","CA1000148",107,28,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"273","CA1000176",70,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"274","CA1000177",85,10,"NTNCWS","SW","SW","other_water_systems",1,0,1,0
"275","CA1000178",225,17,"NTNCWS","SW","SW","other_water_systems",1,0,1,0
"276","CA1000180",389,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"277","CA1000181",210,8,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"278","CA1000182",181,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"279","CA1000184",454,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"280","CA1000185",380,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"281","CA1000186",105,11,"CWS","GW","GW","other_water_systems",0,0,0,0
"282","CA1000187",511,10,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"283","CA1000189",150,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"284","CA1000190",700,6,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"285","CA1000192",200,3,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"286","CA1000193",367,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"287","CA1000194",490,6,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"288","CA1000196",461,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"289","CA1000198",236,25,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"290","CA1000199",46,1,"CWS","GW","GW","other_water_systems",0,0,0,0
"291","CA1000200",79,1,"CWS","GW","GW","other_water_systems",0,0,0,0
"292","CA1000201",650,10,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"293","CA1000204",250,1,"NTNCWS","GW","GW","other_water_systems",3,2,1,1
"294","CA1000206",235,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"295","CA1000208",560,12,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"296","CA1000213",98,20,"CWS","SW","SW","other_water_systems",0,0,0,0
"297","CA1000214",1750,4,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"298","CA1000217",870,10,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"299","CA1000221",1000,23,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"300","CA1000229",350,113,"CWS","GW","GW","other_water_systems",0,0,0,0
"301","CA1000238",75,26,"CWS","GW","GW","other_water_systems",0,0,0,0
"302","CA1000244",160,65,"CWS","GW","GW","other_water_systems",0,0,0,0
"303","CA1000247",48,48,"CWS","GW","GW","other_water_systems",0,0,0,0
"304","CA1000257",47,36,"CWS","GW","GW","other_water_systems",0,0,0,0
"305","CA1000259",82,77,"CWS","GW","GW","other_water_systems",0,0,0,0
"306","CA1000260",90,45,"CWS","GW","GW","other_water_systems",0,0,0,0
"307","CA1000265",63,34,"CWS","GW","GW","other_water_systems",0,0,0,0
"308","CA1000267",120,26,"CWS","GW","GW","other_water_systems",0,0,0,0
"309","CA1000277",64,12,"CWS","GW","GW","other_water_systems",0,1,0,1
"310","CA1000279",190,29,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"311","CA1000280",720,26,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"312","CA1000295",160,41,"CWS","GW","GW","other_water_systems",0,1,0,1
"313","CA1000298",300,172,"CWS","GW","GW","other_water_systems",0,0,0,0
"314","CA1000299",347,105,"CWS","GW","GW","other_water_systems",0,1,0,1
"315","CA1000315",265,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"316","CA1000316",119,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"317","CA1000324",170,1,"CWS","GW","GW","other_water_systems",0,0,0,0
"318","CA1000345",146,50,"CWS","SW","SW","other_water_systems",2,0,1,0
"319","CA1000359",462,79,"CWS","SW","SW","other_water_systems",6,0,1,0
"320","CA1000361",48,4,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"321","CA1000362",43,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"322","CA1000366",275,2,"CWS","GW","GW","other_water_systems",0,0,0,0
"323","CA1000367",2225,21,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"324","CA1000369",100,15,"CWS","GW","GW","other_water_systems",0,2,0,1
"325","CA1000377",78,2,"NTNCWS","GW","GW","other_water_systems",0,5,0,1
"326","CA1000378",350,159,"CWS","GW","GW","other_water_systems",0,0,0,0
"327","CA1000381",750,3,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"328","CA1000383",245,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"329","CA1000405",36,15,"CWS","GW","GW","other_water_systems",0,0,0,0
"330","CA1000411",90,2,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"331","CA1000418",45,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"332","CA1000424",449,21,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"333","CA1000426",400,49,"CWS","GW","GW","other_water_systems",0,1,0,1
"334","CA1000430",1234,1,"CWS","GW","GW","other_water_systems",0,1,0,1
"335","CA1000440",580,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"336","CA1000447",232,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"337","CA1000461",700,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"338","CA1000467",50,6,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"339","CA1000468",150,10,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"340","CA1000471",395,141,"CWS","GW","GWP","other_water_systems",0,0,0,0
"341","CA1000472",40,22,"CWS","GW","GW","other_water_systems",0,0,0,0
