"","pwsid","population_served_count_echo","service_connections_count_echo","pws_type_code_echo","gw_sw_code_echo","primary_source_code_echo","carceral_sys","count_of_viols_over5yrs_health","count_of_viols_over5yrs_mon","binary_viol_over5yrs_health","binary_viol_over5yrs_mon"
"3506","CA4900812",95,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3507","CA4900832",410,183,"CWS","GW","GW","other_water_systems",0,0,0,0
"3508","CA4900843",151,54,"CWS","GW","GW","other_water_systems",0,0,0,0
"3509","CA4900844",222,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3510","CA4900846",25,16,"CWS","GW","GW","other_water_systems",0,0,0,0
"3511","CA4900850",77,38,"CWS","SW","GU","other_water_systems",1,0,1,0
"3512","CA4900859",50,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3513","CA4900871",691,247,"CWS","GW","GW","other_water_systems",0,0,0,0
"3514","CA4900875",50,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3515","CA4900878",250,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3516","CA4900892",45,24,"CWS","GW","GW","other_water_systems",0,0,0,0
"3517","CA4900893",40,13,"CWS","GW","GW","other_water_systems",0,0,0,0
"3518","CA4900897",154,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3519","CA4900901",80,26,"CWS","GW","GW","other_water_systems",0,1,0,1
"3520","CA4900904",75,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3521","CA4900905",25,15,"CWS","GW","GW","other_water_systems",0,0,0,0
"3522","CA4900907",301,13,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3523","CA4900909",25,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3524","CA4900913",66,20,"CWS","GW","GW","other_water_systems",2,0,1,0
"3525","CA4900925",157,9,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3526","CA4900935",51,9,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3527","CA4900943",418,73,"CWS","GW","GW","other_water_systems",0,2,0,1
"3528","CA4900945",200,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3529","CA4900957",125,2,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"3530","CA4900973",148,54,"CWS","GW","GW","other_water_systems",0,0,0,0
"3531","CA4900999",542,6,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3532","CA4901004",26,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3533","CA4901018",150,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3534","CA4901028",80,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3535","CA4901030",150,2,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"3536","CA4901046",38,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3537","CA4901061",200,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3538","CA4901062",48,23,"CWS","GW","GW","other_water_systems",0,0,0,0
"3539","CA4901071",60,18,"CWS","GW","GW","other_water_systems",0,0,0,0
"3540","CA4901080",33,17,"NTNCWS","SW","GU","other_water_systems",1,1,1,1
"3541","CA4901084",75,6,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3542","CA4901095",167,20,"NTNCWS","SW","GU","other_water_systems",0,6,0,1
"3543","CA4901118",157,4,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3544","CA4901119",50,6,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3545","CA4901120",145,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3546","CA4901129",200,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3547","CA4901130",50,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3548","CA4901141",51,17,"NTNCWS","GW","GW","other_water_systems",0,3,0,1
"3549","CA4901143",30,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3550","CA4901144",155,7,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3551","CA4901147",120,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3552","CA4901152",100,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3553","CA4901156",460,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3554","CA4901161",35,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3555","CA4901162",31,2,"NTNCWS","SW","GU","other_water_systems",0,2,0,1
"3556","CA4901168",300,13,"NTNCWS","GW","GW","other_water_systems",2,0,1,0
"3557","CA4901179",80,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3558","CA4901190",134,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3559","CA4901201",80,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3560","CA4901202",95,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3561","CA4901203",98,4,"NTNCWS","SW","GU","other_water_systems",0,0,0,0
"3562","CA4901204",225,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3563","CA4901212",34,20,"NTNCWS","GW","GW","other_water_systems",1,1,1,1
"3564","CA4901214",50,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3565","CA4901215",30,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3566","CA4901218",60,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3567","CA4901221",50,16,"CWS","GW","GW","other_water_systems",0,0,0,0
"3568","CA4901225",30,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3569","CA4901227",250,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3570","CA4901232",75,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3571","CA4901236",72,9,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3572","CA4901244",37,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3573","CA4901246",110,24,"CWS","GW","GW","other_water_systems",0,0,0,0
"3574","CA4901247",50,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3575","CA4901248",139,7,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3576","CA4901250",25,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3577","CA4901251",99,18,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3578","CA4901252",124,10,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3579","CA4901254",65,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3580","CA4901255",160,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3581","CA4901257",50,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3582","CA4901258",300,2,"NTNCWS","GW","GW","other_water_systems",1,0,1,0
"3583","CA4901259",90,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3584","CA4901262",26,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3585","CA4901264",55,34,"NTNCWS","SW","SW","other_water_systems",2,0,1,0
"3586","CA4901266",38,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3587","CA4901267",35,8,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3588","CA4901273",50,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3589","CA4901277",30,13,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3590","CA4901278",500,8,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3591","CA4901282",175,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3592","CA4901297",65,7,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3593","CA4901309",100,16,"CWS","GW","GW","other_water_systems",0,2,0,1
"3594","CA4901314",35,8,"CWS","GW","GW","other_water_systems",0,0,0,0
"3595","CA4901324",36,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3596","CA4901330",34,6,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"3597","CA4901332",70,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3598","CA4901335",25,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3599","CA4901345",30,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3600","CA4901346",47,17,"CWS","GW","GW","other_water_systems",0,1,0,1
"3601","CA4901355",60,16,"CWS","GW","GW","other_water_systems",0,0,0,0
"3602","CA4901362",26,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3603","CA4901365",25,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3604","CA4901366",50,2,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3605","CA4901368",70,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3606","CA4901370",1000,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3607","CA4901374",83,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3608","CA4901381",56,20,"CWS","GW","GW","other_water_systems",0,0,0,0
"3609","CA4901382",42,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3610","CA4901390",55,8,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3611","CA4901436",360,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3612","CA4901445",205,40,"CWS","GW","GW","other_water_systems",0,0,0,0
"3613","CA4901446",25,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3614","CA4901454",40,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3615","CA4901459",71,7,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3616","CA4901471",38,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3617","CA4901475",45,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3618","CA4910002",10557,3265,"CWS","SW","GU","other_water_systems",0,0,0,0
"3619","CA4910003",1742,528,"CWS","GW","GWP","other_water_systems",0,0,0,0
"3620","CA4910004",6000,2612,"CWS","GW","GW","other_water_systems",0,0,0,0
"3621","CA4910005",10914,4612,"CWS","SW","GU","other_water_systems",0,0,0,0
"3622","CA4910006",60665,20401,"CWS","GW","GW","other_water_systems",0,0,0,0
"3623","CA4910007",1160,1935,"CWS","SW","SW","other_water_systems",0,1,0,1
"3624","CA4910008",4150,1256,"CWS","GW","GW","other_water_systems",0,0,0,0
"3625","CA4910009",178177,53759,"CWS","GW","GW","carceral_serving_water_system",0,0,0,0
"3626","CA4910010",1265,339,"CWS","GW","GWP","other_water_systems",0,1,0,1
"3627","CA4910011",7522,2947,"CWS","GW","GW","other_water_systems",0,0,0,0
"3628","CA4910012",11725,4343,"CWS","GW","GW","other_water_systems",0,3,0,1
"3629","CA4910013",23687,7048,"CWS","GW","GW","other_water_systems",0,2,0,1
"3630","CA4910014",43693,10414,"CWS","GW","GW","other_water_systems",0,2,0,1
"3631","CA4910016",7360,2698,"CWS","GW","GW","other_water_systems",0,0,0,0
"3632","CA4910017",25985,9081,"CWS","GW","GW","carceral_serving_water_system",0,0,0,0
"3633","CA4910018",475,280,"CWS","GW","GW","other_water_systems",0,0,0,0
"3634","CA4910019",3291,1010,"CWS","GW","GWP","other_water_systems",0,2,0,1
"3635","CA4910020",0,165,"CWS","GW","GW","other_water_systems",0,0,0,0
"3636","CA4910021",1069,1153,"CWS","GW","GW","other_water_systems",0,0,0,0
"3637","CA4910022",805,245,"CWS","GW","GW","other_water_systems",0,0,0,0
"3638","CA4910023",7702,2334,"CWS","GW","GW","other_water_systems",0,0,0,0
"3639","CA4910024",1013,307,"CWS","GW","GW","other_water_systems",0,0,0,0
"3640","CA4910025",1013,309,"CWS","GW","GW","other_water_systems",0,0,0,0
"3641","CA4910026",757,268,"CWS","GW","GW","other_water_systems",0,0,0,0
"3642","CA4910027",10986,93,"CWS","GW","GW","other_water_systems",0,0,0,0
"3643","CA4910028",3000,1081,"CWS","GW","GW","other_water_systems",0,0,0,0
"3644","CA4910029",1171,356,"CWS","GW","GW","other_water_systems",0,0,0,0
"3645","CA4910701",1001,217,"CWS","GW","GWP","other_water_systems",0,0,0,0
"3646","CA5000005",500,138,"CWS","GW","GW","other_water_systems",0,1,0,1
"3647","CA5000008",168,67,"CWS","SW","SW","other_water_systems",0,0,0,0
"3648","CA5000010",195,61,"CWS","SW","SW","other_water_systems",0,0,0,0
"3649","CA5000013",144,51,"CWS","GW","GW","other_water_systems",0,0,0,0
"3650","CA5000014",269,79,"CWS","GW","GW","other_water_systems",0,0,0,0
"3651","CA5000015",150,53,"CWS","GW","GW","other_water_systems",0,0,0,0
"3652","CA5000016",147,42,"CWS","GW","GW","other_water_systems",0,0,0,0
"3653","CA5000017",250,95,"CWS","GW","GW","other_water_systems",0,0,0,0
"3654","CA5000019",610,180,"CWS","GW","GW","other_water_systems",1,1,1,1
"3655","CA5000020",26,8,"CWS","GW","GW","other_water_systems",0,0,0,0
"3656","CA5000033",50,10,"CWS","GW","GW","other_water_systems",5,0,1,0
"3657","CA5000041",36,13,"CWS","GW","GW","other_water_systems",0,0,0,0
"3658","CA5000048",125,49,"CWS","GW","GW","other_water_systems",2,0,1,0
"3659","CA5000049",64,32,"CWS","GW","GW","other_water_systems",0,0,0,0
"3660","CA5000054",67,49,"CWS","GW","GW","other_water_systems",0,0,0,0
"3661","CA5000055",153,51,"CWS","GW","GW","other_water_systems",0,0,0,0
"3662","CA5000058",120,66,"CWS","GW","GW","other_water_systems",0,0,0,0
"3663","CA5000060",204,73,"CWS","GW","GW","other_water_systems",0,0,0,0
"3664","CA5000061",60,20,"CWS","GW","GW","other_water_systems",3,2,1,1
"3665","CA5000067",56,18,"CWS","GW","GW","other_water_systems",0,0,0,0
"3666","CA5000071",112,45,"CWS","GW","GW","other_water_systems",0,0,0,0
"3667","CA5000072",148,53,"CWS","GW","GW","other_water_systems",0,1,0,1
"3668","CA5000080",55,60,"CWS","GW","GW","other_water_systems",0,1,0,1
"3669","CA5000082",65,31,"CWS","GW","GW","other_water_systems",0,0,0,0
"3670","CA5000090",540,173,"CWS","GW","GW","other_water_systems",5,1,1,1
"3671","CA5000095",353,126,"CWS","GW","GW","other_water_systems",0,0,0,0
"3672","CA5000099",110,55,"CWS","GW","GW","other_water_systems",0,0,0,0
"3673","CA5000101",385,6,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3674","CA5000109",450,6,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3675","CA5000117",40,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3676","CA5000132",80,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3677","CA5000133",650,9,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3678","CA5000141",125,15,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3679","CA5000154",118,4,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3680","CA5000155",100,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3681","CA5000179",170,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3682","CA5000189",300,24,"NTNCWS","GW","GW","other_water_systems",3,0,1,0
"3683","CA5000202",5026,12,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3684","CA5000211",156,24,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3685","CA5000218",60,23,"CWS","GW","GW","other_water_systems",5,1,1,1
"3686","CA5000237",234,78,"CWS","GW","GW","other_water_systems",0,1,0,1
"3687","CA5000249",390,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3688","CA5000255",163,8,"NTNCWS","GW","GW","other_water_systems",4,0,1,0
"3689","CA5000263",75,31,"CWS","GW","GW","other_water_systems",0,3,0,1
"3690","CA5000273",110,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3691","CA5000274",218,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3692","CA5000277",26,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3693","CA5000286",500,15,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3694","CA5000295",105,7,"NTNCWS","GW","GW","other_water_systems",5,1,1,1
"3695","CA5000297",25,13,"CWS","GW","GW","other_water_systems",0,0,0,0
"3696","CA5000313",150,50,"CWS","GW","GW","other_water_systems",0,0,0,0
"3697","CA5000317",287,80,"CWS","GW","GW","other_water_systems",0,0,0,0
"3698","CA5000335",50,2,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3699","CA5000372",40,5,"NTNCWS","GW","GW","other_water_systems",4,0,1,0
"3700","CA5000384",142,25,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3701","CA5000389",186,51,"CWS","GW","GWP","other_water_systems",0,0,0,0
"3702","CA5000404",90,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3703","CA5000408",70,35,"CWS","GW","GWP","other_water_systems",0,0,0,0
"3704","CA5000411",27,15,"NTNCWS","GW","GW","other_water_systems",3,0,1,0
"3705","CA5000427",25,6,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3706","CA5000433",1570,473,"CWS","GW","GW","other_water_systems",0,0,0,0
"3707","CA5000440",30,12,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3708","CA5000447",25,6,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3709","CA5000454",25,1,"NTNCWS","GW","GW","other_water_systems",1,0,1,0
"3710","CA5000465",75,7,"NTNCWS","GW","GW","other_water_systems",6,1,1,1
"3711","CA5000470",80,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3712","CA5000473",45,9,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3713","CA5000474",135,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3714","CA5000478",200,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3715","CA5000481",40,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3716","CA5000482",42,7,"NTNCWS","GW","GW","other_water_systems",0,4,0,1
"3717","CA5000494",30,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3718","CA5000498",35,1,"NTNCWS","GW","GW","other_water_systems",5,0,1,0
"3719","CA5000499",100,2,"NTNCWS","GW","GW","other_water_systems",2,0,1,0
"3720","CA5000517",25,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3721","CA5000527",30,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3722","CA5000529",25,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3723","CA5000530",40,7,"NTNCWS","GW","GW","other_water_systems",4,0,1,0
"3724","CA5000535",25,10,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3725","CA5000548",25,3,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3726","CA5000552",120,18,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3727","CA5000554",25,6,"NTNCWS","GW","GW","other_water_systems",1,0,1,0
"3728","CA5000555",26,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3729","CA5000563",25,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3730","CA5000565",35,45,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3731","CA5000568",2000,9,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3732","CA5000573",302,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3733","CA5000574",26,10,"NTNCWS","GW","GW","other_water_systems",4,0,1,0
"3734","CA5000579",26,10,"CWS","GW","GW","other_water_systems",0,0,0,0
"3735","CA5000580",125,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3736","CA5000581",25,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3737","CA5000584",860,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3738","CA5000588",80,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3739","CA5000590",25,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3740","CA5000592",25,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3741","CA5000593",50,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3742","CA5000595",27,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3743","CA5000596",25,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3744","CA5000599",43,1,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"3745","CA5000600",60,5,"NTNCWS","GW","GW","other_water_systems",5,1,1,1
"3746","CA5000603",188,8,"NTNCWS","GW","GW","other_water_systems",0,5,0,1
"3747","CA5010005",14537,4416,"CWS","GW","GW","other_water_systems",0,0,0,0
"3748","CA5010006",8788,2174,"CWS","GW","GW","other_water_systems",0,0,0,0
"3749","CA5010007",887,230,"CWS","GW","GW","other_water_systems",0,0,0,0
"3750","CA5010008",7481,2236,"CWS","GW","GW","other_water_systems",4,0,1,0
"3751","CA5010009",5672,1436,"CWS","GW","GW","other_water_systems",1,0,1,0
"3752","CA5010010",218771,70586,"CWS","SW","SWP","carceral_serving_water_system",0,0,0,0
"3753","CA5010013",12351,3792,"CWS","GW","GW","other_water_systems",0,1,0,1
"3754","CA5010014",23235,8335,"CWS","GW","GW","other_water_systems",0,0,0,0
"3755","CA5010017",23304,7109,"CWS","GW","GW","other_water_systems",0,0,0,0
"3756","CA5010018",24834,7191,"CWS","GW","GW","other_water_systems",1,0,1,0
"3757","CA5010019",72682,19332,"CWS","SW","SWP","other_water_systems",0,0,0,0
"3758","CA5010021",5078,1709,"CWS","GW","GW","other_water_systems",0,0,0,0
"3759","CA5010023",1099,333,"CWS","GW","GW","other_water_systems",0,0,0,0
"3760","CA5010026",597,183,"CWS","GW","GW","other_water_systems",0,0,0,0
"3761","CA5010028",54513,11881,"CWS","SW","SWP","other_water_systems",0,0,0,0
"3762","CA5010029",1327,407,"CWS","GW","GW","other_water_systems",0,0,0,0
"3763","CA5010031",175,53,"CWS","GW","GW","other_water_systems",0,0,0,0
"3764","CA5010033",914,277,"CWS","GW","GW","other_water_systems",0,0,0,0
"3765","CA5010034",172,52,"CWS","GW","GW","other_water_systems",0,0,0,0
"3766","CA5010035",119,36,"CWS","GW","GWP","other_water_systems",0,0,0,0
"3767","CA5010038",18,2,"CWS","SW","SW","other_water_systems",0,0,0,0
"3768","CA5010039",2000,596,"CWS","SW","SW","other_water_systems",0,0,0,0
"3769","CA5010040",0,8,"CWS","SW","SW","other_water_systems",0,0,0,0
"3770","CA5010042",1079,339,"CWS","GW","GW","other_water_systems",0,0,0,0
"3771","CA5010043",0,3,"CWS","SW","SW","other_water_systems",0,0,0,0
"3772","CA5010044",30,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3773","CA5100107",210,87,"CWS","GW","GW","other_water_systems",2,2,1,1
"3774","CA5100112",50,17,"CWS","GW","GW","other_water_systems",1,0,1,0
"3775","CA5100125",25,1,"CWS","GW","GW","other_water_systems",0,1,0,1
"3776","CA5100136",330,1,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"3777","CA5100138",160,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3778","CA5100140",185,7,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3779","CA5100141",100,2,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3780","CA5100142",120,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3781","CA5100143",177,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3782","CA5100153",144,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3783","CA5100172",128,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3784","CA5101009",350,48,"CWS","GW","GW","other_water_systems",0,0,0,0
"3785","CA5102009",878,2,"NTNCWS","GW","GW","other_water_systems",1,1,1,1
"3786","CA5102025",40,13,"CWS","GW","GW","other_water_systems",0,0,0,0
"3787","CA5102032",38,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3788","CA5103015",100,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3789","CA5103335",88,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3790","CA5105004",300,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3791","CA5105011",90,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3792","CA5105013",95,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3793","CA5105014",25,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3794","CA5110001",9285,2503,"CWS","GW","GW","other_water_systems",0,0,0,0
"3795","CA5110002",70256,18867,"CWS","SW","SW","carceral_serving_water_system",0,0,0,0
"3796","CA5110007",2904,1120,"CWS","GW","GW","other_water_systems",0,0,0,0
"3797","CA5200006",1023,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3798","CA5200007",75,55,"CWS","GW","GW","other_water_systems",0,1,0,1
"3799","CA5200008",75,30,"CWS","GW","GW","other_water_systems",0,1,0,1
"3800","CA5200010",45,46,"CWS","GW","GW","other_water_systems",0,0,0,0
"3801","CA5200012",468,134,"CWS","GW","GW","other_water_systems",0,0,0,0
"3802","CA5200013",40,16,"CWS","GW","GW","other_water_systems",0,0,0,0
"3803","CA5200014",75,28,"CWS","GW","GW","other_water_systems",0,1,0,1
"3804","CA5200015",167,8,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3805","CA5200255",112,40,"CWS","GW","GW","other_water_systems",0,0,0,0
"3806","CA5200500",70,25,"CWS","GW","GW","other_water_systems",0,0,0,0
"3807","CA5200502",191,54,"CWS","GW","GW","other_water_systems",0,0,0,0
"3808","CA5200503",634,192,"CWS","SW","SW","other_water_systems",0,0,0,0
"3809","CA5200504",483,197,"CWS","GW","GW","other_water_systems",0,0,0,0
"3810","CA5200506",70,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"3811","CA5200507",325,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3812","CA5200508",543,195,"CWS","GW","GW","other_water_systems",0,0,0,0
"3813","CA5200510",305,109,"CWS","GW","GW","other_water_systems",0,1,0,1
"3814","CA5200511",100,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3815","CA5200512",99,42,"CWS","GW","GW","other_water_systems",0,0,0,0
"3816","CA5200513",1100,8,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3817","CA5200514",45,16,"CWS","GW","GW","other_water_systems",0,0,0,0
"3818","CA5200518",32,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3819","CA5200519",625,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3820","CA5200520",111,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3821","CA5200521",175,60,"CWS","GW","GW","other_water_systems",0,0,0,0
"3822","CA5200524",110,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3823","CA5200525",43,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3824","CA5200526",70,70,"CWS","GW","GW","other_water_systems",0,3,0,1
"3825","CA5200527",50,47,"CWS","GW","GW","other_water_systems",0,0,0,0
"3826","CA5200529",33,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3827","CA5200531",104,40,"CWS","GW","GW","other_water_systems",0,1,0,1
"3828","CA5200534",237,72,"CWS","SW","SW","other_water_systems",1,0,1,0
"3829","CA5200535",80,40,"CWS","GW","GW","other_water_systems",0,0,0,0
"3830","CA5200538",350,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3831","CA5200539",75,51,"CWS","GW","GW","other_water_systems",0,0,0,0
"3832","CA5200540",196,7,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3833","CA5200541",220,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3834","CA5200544",90,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"3835","CA5200545",85,19,"CWS","GW","GW","other_water_systems",0,0,0,0
