pwsid,pws_name,pws_type_code,gw_sw_code,primary_source_code,population_served_count,service_connections_count,carceral_sys,health_5yr_no2ndary_or_lsl_binary,mon_only_5yr_binary,health_5yr_count_no_2ndary_or_lsl,mon_only_5yr_count,CASDWIS_County,CASDWIS_SourceType,watersource,purchased,Water_System_Name,County,Regulating_agency,Water_System_Type,Service_Connections,Population,Primary_Service_Area,Water_Quality_Category_Score,Accessibility_Category_Score,Affordability_Category_Score,TMF_Capacity_Category_Score,Total_Risk_Assessment_Score,Automatically_At_Risk,Risk_Assessment_Result,Failing_Status,SAFER_Status,Number_of_Water_Sources,Absence_of_Interties,Source_Capacity_Violations,Bottled_Water_or_Hauled_Water_Reliance,Significant_Deficiencies,SC3i_Count_Distribution,SC5e_Drought_Impact,Distributiondis_any,n_ccr_downloaded,n_ccr_missing
CA4901248,MATANZAS CREEK WINERY,NTNCWS,GW,GW,139,7,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901250,SONOMA WEST HOLDINGS INDUSTRIAL PARK,NTNCWS,GW,GW,25,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA4901251,SAFARI WEST,NTNCWS,GW,GW,99,18,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA4901252,E & J GALLO WINERY-SONOMA,NTNCWS,GW,GW,124,10,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901254,KJ CARNEROS HILLS WINERY,NTNCWS,GW,GW,65,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2
CA4901255,SAINT FRANCIS WINERY-WILD OAK VINEYARDS,NTNCWS,GW,GW,160,5,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA4901257,CAPITAL LUMBER COMPANY,NTNCWS,GW,GW,50,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901258,SONOMA LODGE,NTNCWS,GW,GW,300,2,other_water_systems,1,0,1,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA4901259,STONESTREET WINERY,NTNCWS,GW,GW,90,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901262,TPWC DBA QUARRY LAKE WINERY,NTNCWS,GW,GW,26,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901264,RATNA LING RETREAT,NTNCWS,SW,SW,55,34,other_water_systems,1,0,2,0,SONOMA  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901266,SEGHESIO FARMS,NTNCWS,GW,GW,38,1,other_water_systems,0,1,0,1,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA4901267,TLC CHILD & FAMILY SERVICES,NTNCWS,GW,GW,35,8,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901273,"S & W WAREHOUSING, LLC",NTNCWS,GW,GW,50,4,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901277,BUCHER WATER COMPANY,NTNCWS,GW,GW,30,13,other_water_systems,0,1,0,2,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901278,CLINE CELLARS,NTNCWS,GW,GW,500,8,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA4901282,"MANZANA PRODUCTS COMPANY, INC.",NTNCWS,GW,GW,175,4,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA4901297,PORT SONOMA MARINA,NTNCWS,GW,GW,65,7,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901309,HILTON MUTUAL WATER COMPANY,CWS,GW,GW,100,16,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,HILTON MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,16,100,OTHER AREA,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,3,1
CA4901314,ODIYAN BUDDHIST RETREAT CENTER,CWS,GW,GW,35,8,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,ODIYAN BUDDHIST RETREAT CENTER,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,8,35,OTHER AREA,0,0.33,2,0,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0,0,0,0,2,2
CA4901324,FRITSCH INDUSTRIAL PARK,NTNCWS,GW,GW,36,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901330,MADRONA MANOR,NTNCWS,GW,GW,34,6,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901332,WINE COUNTRY IND PARK - BLDG C,NTNCWS,GW,GW,70,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA4901335,WILLIAMS SELYEM WINERY,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4901345,BUCKLEY FAMILY PARTNERSHIP,NTNCWS,GW,GW,30,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901346,DELORES LANE WATER SYSTEM,CWS,GW,GW,47,17,other_water_systems,0,1,0,2,SONOMA  ,GW,GW,Not purchased,DELORES LANE WATER SYSTEM,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,17,47,RESIDENTIAL AREA,0.38,0.33,0.67,1,0.6,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0,0,0,0,1,3
CA4901355,TERRACE VIEW WATER SYSTEM,CWS,GW,GW,60,16,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,TERRACE VIEW WATER SYSTEM,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,16,60,OTHER AREA,0.25,0.33,0,0,0.15,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,1,3
CA4901362,STRIPE N SEAL,NTNCWS,GW,GW,26,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901365,MICHAEL LUCAS WATER SYSTEM,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA4901366,LAURA CHENEL'S CHEVRE INC.,NTNCWS,GW,GW,50,2,other_water_systems,0,1,0,1,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901368,GRATON COMMERCE CENTER,NTNCWS,GW,GW,70,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901370,SUTTER SANTA ROSA REGIONAL HOSPITAL,NTNCWS,GW,GW,1000,3,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2
CA4901374,SILVER OAK WINE CELLARS LLC,NTNCWS,GW,GW,83,4,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901381,LICHAU HYLANDS MUTUAL WATER COMPANY,CWS,GW,GW,56,20,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,LICHAU HYLANDS MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,20,56,RESIDENTIAL AREA,0,0.33,1.25,0.67,0.56,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,3,1
CA4901382,CHILDKIND LAGUNA PRESCHOOL,NTNCWS,GW,GW,42,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901390,CHALK HILL WINERY,NTNCWS,GW,GW,55,8,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901436,SEBASTOPOL CHARTER SCHOOL,NTNCWS,GW,GW,360,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,SEBASTOPOL CHARTER SCHOOL,SONOMA,DISTRICT 18 - SONOMA,NON-TRANSIENT NON-COMMUNITY,1,310,SCHOOL,1,1.33,0,0,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,3,1
CA4901445,JAMES COURT WATER SYSTEM,CWS,GW,GW,205,40,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,JAMES COURT WATER SYSTEM,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,40,208,SUBDIVISION,0.75,0.33,0,1,0.52,--,Not At-Risk,Failing,Failing,2,Y,N,N,0,0,0,0,3,1
CA4901446,SONOMA PACIFIC PALLET COMPANY,NTNCWS,GW,GW,25,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA4901454,"MAYACAMAS WAREHOUSE, LLC",NTNCWS,GW,GW,40,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901459,ROBERT YOUNG FAMILY LIMITED PARTNER,NTNCWS,GW,GW,71,7,other_water_systems,1,0,1,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA4901471,DUTTON FARMWORKER HOUSING,NTNCWS,GW,GW,38,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4901475,MYCOPIA LLC,NTNCWS,GW,GW,45,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4910002,"CLOVERDALE, CITY OF",CWS,SW,GU,10557,3265,other_water_systems,0,0,0,0,SONOMA  ,GU,GW,Not purchased,"CLOVERDALE, CITY OF",SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,3265,10557,RESIDENTIAL AREA,0,0.33,0,0.33,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,7,Y,N,N,0,NA,NA,NA,2,2
CA4910003,PENNGROVE WATER COMPANY (PUC),CWS,GW,GWP,1742,528,other_water_systems,0,0,0,0,SONOMA  ,GWP,GW,Purchased,PENNGROVE WATER COMPANY (PUC),SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,528,1742,RESIDENTIAL AREA,0,0,0,0.33,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,2,N,N,N,0,0,0,0,1,3
CA4910004,SWEETWATER SPRINGS CWD - GUERNEVILLE,CWS,GW,GW,6000,2612,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,SWEETWATER SPRINGS CWD - GUERNEVILLE,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,2556,6000,RESIDENTIAL AREA,0.25,1.33,0.33,0.33,0.56,At-Risk,At-Risk,Non-Failing,At-Risk,3,Y,N,Y,0,0,0,0,4,0
CA4910005,"HEALDSBURG, CITY OF",CWS,SW,GU,10914,4612,other_water_systems,0,0,0,0,SONOMA  ,GU,GW,Not purchased,"HEALDSBURG, CITY OF",SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,4612,10914,MUNICIPALITY,0,0,0.33,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,14,N/A,N,N,0,NA,NA,NA,1,3
CA4910006,"PETALUMA, CITY OF",CWS,GW,GW,60665,20401,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,"PETALUMA, CITY OF",SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,20511,60781,MUNICIPALITY,0,0,0,0,0,--,Not At-Risk,Non-Failing,Not At-Risk,16,N/A,N,N,0,NA,NA,NA,3,1
CA4910007,"SEA RANCH WATER COMPANY,THE (PUC)",CWS,SW,SW,1160,1935,other_water_systems,0,1,0,1,SONOMA  ,SW,SW,Not purchased,"SEA RANCH WATER COMPANY,THE (PUC)",SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,1935,1160,RESIDENTIAL AREA,0,0.33,0.92,0,0.31,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0,0,0,0,2,2
CA4910008,RUSSIAN RIVER COUNTY WATER DISTRICT,CWS,GW,GW,4150,1256,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,RUSSIAN RIVER COUNTY WATER DISTRICT,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,1256,4150,RESIDENTIAL AREA,0,0,1,0.67,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,3,N,N,N,0,0,0,0,4,0
CA4910009,"SANTA ROSA, CITY OF",CWS,GW,GW,178177,53759,carceral_serving_water_system,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
CA4910010,SONOMA COUNTY CSA 41-FITCH MOUNTAIN,CWS,GW,GWP,1265,339,other_water_systems,0,1,0,3,SONOMA  ,GWP,GW,Purchased,SONOMA COUNTY CSA 41-FITCH MOUNTAIN,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,339,1265,RESIDENTIAL AREA,0,1,1.25,0.33,0.65,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,N,N,N,0,0,0,0,4,0
CA4910011,"SEBASTOPOL, CITY OF",CWS,GW,GW,7522,2947,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,"SEBASTOPOL, CITY OF",SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,2947,7522,RESIDENTIAL AREA,3.25,0.33,0,0.67,1.06,--,At-Risk,Non-Failing,At-Risk,4,Y,N,N,0,0,0,0,4,0
CA4910012,"SONOMA, CITY OF",CWS,GW,GW,11725,4343,other_water_systems,0,1,0,3,SONOMA  ,GW,GW,Not purchased,"SONOMA, CITY OF",SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,4343,11725,RESIDENTIAL AREA,0,0,0,0,0,--,Not At-Risk,Non-Failing,Not At-Risk,9,N,N,N,0,NA,NA,NA,3,1
CA4910013,VALLEY OF THE MOON WATER DISTRICT,CWS,GW,GW,23687,7048,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,VALLEY OF THE MOON WATER DISTRICT,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,7002,23107,RESIDENTIAL AREA,0,0,0,0,0,--,Not At-Risk,Non-Failing,Not At-Risk,18,N/A,N,N,0,NA,NA,NA,3,1
CA4910014,"ROHNERT PARK, CITY OF",CWS,GW,GW,43693,10414,other_water_systems,0,1,0,2,SONOMA  ,GW,GW,Not purchased,"ROHNERT PARK, CITY OF",SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,10414,43693,RESIDENTIAL AREA,0,0,0,0,0,--,Not At-Risk,Non-Failing,Not At-Risk,43,N/A,N,N,0,NA,NA,NA,2,2
CA4910016,"COTATI, CITY OF",CWS,GW,GW,7360,2698,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,"COTATI, CITY OF",SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,2698,7360,RESIDENTIAL AREA,0,0,0,0.67,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,5,N,N,N,0,0,0,0,2,2
CA4910017,"WINDSOR, TOWN OF",CWS,GW,GW,25985,9081,carceral_serving_water_system,0,0,0,0,SONOMA  ,GW,GW,Not purchased,"WINDSOR, TOWN OF",SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,9066,25985,RESIDENTIAL AREA,0,0,0,0.67,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,6,N,N,N,0,NA,NA,NA,3,1
CA4910018,ARMSTRONG VALLEY-CAL WATER SERVICE (PUC),CWS,GW,GW,475,280,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,ARMSTRONG VALLEY-CAL WATER SERVICE (PUC),SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,280,473,RESIDENTIAL AREA,0,0.33,0,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA4910019,FORESTVILLE WATER DISTRICT,CWS,GW,GWP,3291,1010,other_water_systems,0,0,0,0,SONOMA  ,GWP,GW,Purchased,FORESTVILLE WATER DISTRICT,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,997,3788,RESIDENTIAL AREA,0,0,0,0.67,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,2,N,N,N,0,0,0,0,2,2
CA4910020,SONOMA COUNTY WATER AGENCY,CWS,GW,GW,0,165,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4910021,BODEGA BAY PUBLIC UTILITY DISTRICT,CWS,GW,GW,1069,1153,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,BODEGA BAY PUBLIC UTILITY DISTRICT,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,1160,1069,RESIDENTIAL AREA,0.25,0.33,0,0,0.15,--,Not At-Risk,Non-Failing,Not At-Risk,8,Y,N,N,0,0,0,0,2,2
CA4910022,CANON MANOR WATER SYSTEM,CWS,GW,GW,805,245,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,CANON MANOR WATER SYSTEM,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,245,805,RESIDENTIAL AREA,0.25,0.33,0,0.67,0.31,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,1,3
CA4910023,CALIFORNIA-AMERICAN LARKFIELD (PUC),CWS,GW,GW,7702,2334,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,CALIFORNIA-AMERICAN LARKFIELD (PUC),SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,2334,7702,RESIDENTIAL AREA,0.25,0,0,0,0.06,--,Not At-Risk,Non-Failing,Not At-Risk,6,N,N,N,0,10,0,1,4,0
CA4910024,CALIFORNIA-AMERICAN GEYSERVILLE (PUC),CWS,GW,GW,1013,307,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,CALIFORNIA-AMERICAN GEYSERVILLE (PUC),SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,307,1013,RESIDENTIAL AREA,0,0.33,0,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,4,0,1,4,0
CA4910025,KENWOOD VILLAGE WATER COMPANY (PUC),CWS,GW,GW,1013,309,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,KENWOOD VILLAGE WATER COMPANY (PUC),SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,309,1013,RESIDENTIAL AREA,1.75,0,0.33,0.33,0.6,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,4,N,N,N,0,0,0,0,2,2
CA4910026,ODD FELLOWS RECREATION CLUB,CWS,GW,GW,757,268,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,ODD FELLOWS RECREATION CLUB,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,268,757,RESIDENTIAL AREA,0.25,0.33,0.33,0,0.23,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0,0,0,0,4,0
CA4910027,SONOMA STATE UNIVERSITY,CWS,GW,GW,10986,93,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,SONOMA STATE UNIVERSITY,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,93,10986,SCHOOL,0,0.33,0.33,1,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0,0,0,0,2,2
CA4910028,SWEETWATER SPRINGS CWD - MONTE RIO,CWS,GW,GW,3000,1081,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,SWEETWATER SPRINGS CWD - MONTE RIO,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,1065,3000,RESIDENTIAL AREA,0.25,0.33,1.42,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,1,0,4,0
CA4910029,CAMP MEEKER WATER SYSTEM,CWS,GW,GW,1171,356,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,CAMP MEEKER WATER SYSTEM,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,356,1171,MUNICIPALITY,0,1.5,0,0.33,0.46,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,1,0,4,0
CA4910701,U.S. COAST GUARD TRAINING CENTER,CWS,GW,GWP,1001,217,other_water_systems,0,0,0,0,SONOMA  ,GWP,GW,Purchased,U.S. COAST GUARD TRAINING CENTER,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,217,1001,INSTITUTION,0,1,0,0,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,1,N,N,N,0,0,0,0,3,1
CA5000005,CROWS LANDING COMM SVC DISTRICT,CWS,GW,GW,500,138,other_water_systems,0,0,0,0,STANISLAUS  ,GW,GW,Not purchased,CROWS LANDING COMM SVC DISTRICT,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,138,500,RESIDENTIAL AREA,1,1,0.75,0.17,0.73,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,3,Y,N,N,0,0,0,0,0,4
CA5000008,KNIGHTS FERRY COMM. SVC. DIST.,CWS,SW,SW,168,67,other_water_systems,0,0,0,0,STANISLAUS  ,SW,SW,Not purchased,KNIGHTS FERRY COMM. SVC. DIST.,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,67,168,RESIDENTIAL AREA,1.75,1.5,1,0.17,1.11,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5000010,TID/ LA GRANGE WATER SYSTEM,CWS,SW,SW,195,61,other_water_systems,0,0,0,0,STANISLAUS  ,SW,SW,Not purchased,TID/ LA GRANGE WATER SYSTEM,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,61,195,RESIDENTIAL AREA,0.25,0.33,1,0.67,0.56,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA5000013,OID #45,CWS,GW,GW,144,51,other_water_systems,0,0,0,0,STANISLAUS  ,GW,GW,Not purchased,OID #45,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,51,144,RESIDENTIAL AREA,0,0.33,0,0.67,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA5000014,OID #46 - SUNSET OAKS,CWS,GW,GW,269,79,other_water_systems,0,0,0,0,STANISLAUS  ,GW,GW,Not purchased,OID #46 - SUNSET OAKS,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,79,269,RESIDENTIAL AREA,0,0.33,0,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
