"","SABL_PWSID","NN.x","NN_distance_meters.x","NN_distance_miles_largeurban","Remote_largeurban","NN.y","NN_distance_meters.y","NN_distance_miles","Remote"
"56","CA1900901",57,6042.14893144316,3.75442661677654,"No",183,6042.14893144316,3.75442661677654,"No"
"57","CA1800582",28,95328.9559120125,59.234814217016,"Yes",138,87546.7901779463,54.3991885977769,"Yes"
"58","CA5210002",5,33092.2640826285,20.562630694961,"Yes",105,8709.11623505284,5.41160738877604,"Yes"
"59","CA4400907",38,9364.04380096544,5.81856152271455,"Yes",123,9364.04380096544,5.81856152271455,"Yes"
"60","CA2900502",29,10983.4573892113,6.82482097581078,"Yes",144,5201.26382855258,3.23192353918537,"No"
"61","CA3301756",44,4563.19200484662,2.83544310391007,"No",141,4563.19200484662,2.83544310391007,"No"
"62","CA1800562",29,58025.790560629,36.0556442769266,"Yes",138,39010.8123496238,24.2402552286178,"Yes"
"63","CA1010062",11,7849.25254957953,4.87731153738771,"No",47,7849.25254957953,4.87731153738771,"No"
"64","CA4400908",34,4394.02655846072,2.73032830754267,"No",119,4394.02655846072,2.73032830754267,"No"
"65","CA4400750",38,392.993135668487,0.244195220194917,"No",123,392.993135668487,0.244195220194917,"No"
"66","CA4400758",53,53.2682641473386,0.0330994470698166,"No",156,53.2682641473386,0.0330994470698166,"No"
"67","CA4400611",38,1532.71710169288,0.952388619988867,"No",123,1532.71710169288,0.952388619988867,"No"
"68","CA4400902",53,308.893871271281,0.191938230126189,"No",156,308.893871271281,0.191938230126189,"No"
"69","CA1300546",56,24633.5474439722,15.3066147886539,"Yes",166,24633.5474439722,15.3066147886539,"Yes"
"70","CA2400232",21,2043.66257753401,1.26987620859111,"No",82,2043.66257753401,1.26987620859111,"No"
"71","CA1210019",28,137255.022611696,85.2865290191608,"Yes",46,505.57100176711,0.314148036938813,"No"
"72","CA0400008",5,1767.66981406846,1.09838182986097,"No",17,1767.66981406846,1.09838182986097,"No"
"73","CA1200648",28,147060.964266566,91.3796738206757,"Yes",46,1766.49819778347,1.09765381944367,"No"
"74","CA5000060",22,5551.51686638579,3.4495612278237,"No",180,3831.58978941702,2.38084543316951,"No"
"75","CA1000249",11,20894.8000031816,12.9834590597274,"Yes",47,20894.8000031816,12.9834590597274,"Yes"
"76","CA0900536",29,44404.23598895,27.5915816352977,"Yes",136,0,0,"No"
"77","CA4901366",23,8367.4461033429,5.19930288400394,"Yes",134,450.258212732771,0.279778177844813,"No"
"78","CA2702405",41,9426.43485521753,5.85732962283764,"Yes",127,9426.43485521753,5.85732962283764,"Yes"
"79","CA0901229",30,46925.7827123197,29.1584020233883,"Yes",100,15180.7228448635,9.43288729843504,"Yes"
"80","CA0707502",1,1708.55428585937,1.06164905231919,"No",1,1708.55428585937,1.06164905231919,"No"
"81","CA4700542",28,67299.5799847783,41.8181241905243,"Yes",85,0,0,"No"
"82","CA5403042",47,12789.701050606,7.94717154274796,"Yes",35,1828.10962518903,1.13593748069956,"No"
"83","CA1400505",11,104384.350992805,64.8615898398132,"Yes",10,24514.7776520644,15.2328144780248,"Yes"
"84","CA4901122",40,2633.76587388384,1.63655030875007,"No",126,2633.76587388384,1.63655030875007,"No"
"85","CA4901267",40,3202.47389908617,1.98992997072475,"No",167,0,0,"No"
"86","CA1800512",5,77754.7394638389,48.3146752481383,"Yes",138,34192.1283511443,21.246056365432,"Yes"
"87","CA0900654",29,48791.7536919007,30.3178655174796,"Yes",136,3781.88738685367,2.34996171527065,"No"
"88","CA1110001",5,23031.1564432298,14.3109327073395,"Yes",91,0,0,"No"
"89","CA0706059",1,9.16769145300114,0.00569655352691236,"No",1,9.16769145300114,0.00569655352691236,"No"
"90","CA3600064",59,2302.84509924968,1.43092516140137,"No",28,951.864327281615,0.591462541962304,"No"
"91","CA4810011",49,7.83630157813989,0.00486926415682198,"No",150,7.83630157813989,0.00486926415682198,"No"
"92","CA0900663",29,59984.3762790073,37.2726560447185,"Yes",136,1193.57907479746,0.74165749611484,"No"
"93","CA0500055",30,73838.6104107855,45.8812994213687,"Yes",135,37349.6148632445,23.2080324003905,"Yes"
"94","CA4010027",9,28469.9599861391,17.6904569488977,"Yes",15,20495.0044713958,12.7350370160412,"Yes"
"95","CA4700521",28,79449.0172520494,49.3674532740437,"Yes",85,940.178797751749,0.58420147249913,"No"
"96","CA0400137",5,56561.3977277971,35.1457104948594,"Yes",93,27105.5641193437,16.8426585552734,"Yes"
"97","CA0210002",30,70972.7987893867,44.1005622114573,"Yes",136,12886.6115591848,8.0073890906737,"Yes"
"98","CA3301643",15,12832.9665134011,7.97405552176736,"Yes",63,12832.9665134011,7.97405552176736,"Yes"
"99","CA3910018",46,9496.38031528217,5.90079182477424,"Yes",143,9496.38031528217,5.90079182477424,"Yes"
"100","CA0510009",30,66552.3553678581,41.3538191854164,"Yes",135,23007.4626625107,14.2962100379725,"Yes"
"101","CA3900837",17,61.4935768034223,0.0382104321047276,"No",72,61.4935768034223,0.0382104321047276,"No"
"102","CA2701550",31,32798.8826405887,20.3803314654385,"Yes",132,0,0,"No"
"103","CA3400232",30,15826.3211923332,9.83404451037891,"Yes",48,10143.777553422,6.3030668183367,"Yes"
"104","CA2701009",41,21997.1181238977,13.6684094870553,"Yes",127,21997.1181238977,13.6684094870553,"Yes"
"105","CA4100536",34,9519.47078720599,5.91513961450408,"Yes",119,9519.47078720599,5.91513961450408,"Yes"
"106","CA0202549",30,76200.344432965,47.3488165539693,"Yes",136,34294.6249672314,21.3097449682674,"Yes"
"107","CA1810004",29,93546.3601068127,58.1271577831985,"Yes",138,4413.91632133022,2.74268726392821,"No"
