pwsid,pws_name,pws_type_code,gw_sw_code,primary_source_code,population_served_count,service_connections_count,carceral_sys,health_5yr_no2ndary_or_lsl_binary,health_5yr_count_no_2ndary_or_lsl,mon_only_5yr_binary,mon_only_5yr_count,mr_5yr_count,mr_5yr_binary,CASDWIS_County,CASDWIS_SourceType,watersource,purchased,HR_NAME,System_Name,County,Regulating_Agency,Water_Quality_Risk_Level_Display,Accessability_Risk_Level_Display,Affordability_Risk_Level_Display,TMF_Capacity_Risk_Level_Display,POPULATION,SAFER_STATUS,Distinct count of PWSID,Funding Since 2017,SC3i_Count_Distribution,SC5e_Drought_Impact,Distributiondis_any,n_ccr_downloaded,n_ccr_missing,CCR_pulled
CA0400062,RICHVALE ELEMENTARY SCHOOL,NTNCWS,GW,GW,63,4,other_water_systems,0,0,1,2,3,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,RICHVALE ELEMENTARY SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,Low to no risk,High to medium risk,No Risk,High to medium risk,63,Potentially At-Risk,1,$0,0,0,0,2,2,Yes
CA0400063,MANZANITA ELEMENTARY SCHOOL,NTNCWS,GW,GW,295,3,other_water_systems,0,0,1,1,2,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,MANZANITA ELEMENTARY SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,High to medium risk,High to medium risk,No Risk,Low to no risk,295,Failing,1,"$569,820",0,0,0,0,4,Yes
CA0400065,SPRING VALLEY SCHOOL,NTNCWS,GW,GW,70,1,other_water_systems,0,0,1,2,3,1,BUTTE  ,GWP,GW,Purchased,NA,SPRING VALLEY SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,Low to no risk,High to medium risk,Medium Risk,Low to no risk,70,Failing,1,$0,NA,NA,NA,2,2,Yes
CA0400067,FEATHER RIVER SCHOOL,NTNCWS,GW,GW,34,2,other_water_systems,1,1,0,0,2,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,FEATHER RIVER SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,High to medium risk,High to medium risk,Low Risk,Low to no risk,34,Failing,1,$0,0,0,0,3,1,Yes
CA0400070,BUTTE-GLENN COMMUNITY COLLEGE DIST,NTNCWS,GW,GW,18000,55,other_water_systems,0,0,0,0,0,0,BUTTE  ,GW,GW,Not purchased,Sacramento River,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,2,2,Yes
CA0400073,NORD COUNTRY SCHOOL,NTNCWS,GW,GW,230,17,other_water_systems,0,0,0,0,0,0,BUTTE  ,GW,GW,Not purchased,Sacramento River,NORD COUNTRY SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,230,Not At-Risk,1,$0,0,0,0,0,4,Yes
CA0400078,FOREST KNOLLS MUTUAL WATER CO,CWS,GW,GW,46,21,other_water_systems,0,0,0,0,4,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,FOREST KNOLLS MUTUAL WATER CO,BUTTE,LPA34 - BUTTE COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,46,Not At-Risk,1,$0,2,0,1,0,4,Yes
CA0400079,FOREST RANCH CHARTER SCHOOL,NTNCWS,GW,GW,125,4,other_water_systems,0,0,0,0,1,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,FOREST RANCH CHARTER SCHOOL,BUTTE,LPA34 - BUTTE COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,125,Not At-Risk,1,$0,0,0,0,0,4,Yes
CA0400090,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,CWS,GW,GW,40,17,other_water_systems,0,0,1,1,3,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,BUTTE,LPA34 - BUTTE COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,40,Not At-Risk,1,$0,0,0,0,0,4,Yes
CA0400091,DEL ORO WATER COMPANY - BUZZTAIL DIST.,CWS,GW,GW,99,30,other_water_systems,0,0,0,0,0,0,BUTTE  ,GW,GW,Not purchased,Sacramento River,DEL ORO WATER COMPANY - BUZZTAIL DIST.,BUTTE,DISTRICT 21 - VALLEY,Low to no risk,High to medium risk,No Risk,Low to no risk,106,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA0400117,FALLING ROCK RV PARK,CWS,GW,GW,50,21,other_water_systems,0,0,0,0,0,0,BUTTE  ,GW,GW,Not purchased,Sacramento River,FALLING ROCK RV PARK,BUTTE,LPA34 - BUTTE COUNTY,High to medium risk,High to medium risk,High Risk,Low to no risk,25,At-Risk,1,$0,0,0,0,0,4,Yes
CA0400123,HUMBOLDT HIGHLANDS MUTUAL,CWS,GW,GW,58,28,other_water_systems,0,0,0,0,0,0,BUTTE  ,GW,GW,Not purchased,Sacramento River,HUMBOLDT HIGHLANDS MUTUAL,BUTTE,LPA34 - BUTTE COUNTY,Low to no risk,High to medium risk,No Risk,High to medium risk,58,Not At-Risk,1,$0,0,0,0,2,2,Yes
CA0400133,LUNDBERG FAMILY FARM,NTNCWS,GW,GW,240,8,other_water_systems,0,0,0,0,1,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,0,4,Yes
CA0400140,DURHAM DAYTON INDUSTRIAL PARTNERS-PRO PA,NTNCWS,GW,GW,102,3,other_water_systems,0,0,0,0,2,1,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,0,4,Yes
CA0400149,HUMBOLDT WOODLANDS MUTUAL,CWS,GW,GW,55,31,other_water_systems,0,0,0,0,1,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,HUMBOLDT WOODLANDS MUTUAL,BUTTE,LPA34 - BUTTE COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,55,At-Risk,1,$0,0,0,0,2,2,Yes
CA0400150,SUNSET MOULDING CHICO,NTNCWS,GW,GW,41,2,other_water_systems,0,0,0,0,0,0,BUTTE  ,GW,GW,Not purchased,Sacramento River,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,3,1,Yes
CA0400151,KEEFER CREEK ESTATES,CWS,GW,GW,160,55,other_water_systems,0,0,0,0,0,0,BUTTE  ,GW,GW,Not purchased,Sacramento River,KEEFER CREEK ESTATES,BUTTE,LPA34 - BUTTE COUNTY,High to medium risk,Low to no risk,No Risk,High to medium risk,160,Potentially At-Risk,1,$0,0,0,0,1,3,Yes
CA0400154,TRUROOTS,NTNCWS,GW,GW,85,2,other_water_systems,0,0,0,0,1,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,1,3,Yes
CA0400155,BIGGERS GLEN MUTUAL WATER CO,CWS,GW,GW,25,18,other_water_systems,0,0,1,3,4,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,BIGGERS GLEN MUTUAL WATER CO,BUTTE,LPA34 - BUTTE COUNTY,Low to no risk,High to medium risk,No Risk,Low to no risk,25,Not At-Risk,1,$0,0,0,0,0,4,Yes
CA0400158,FRANCIS PROPERTY MANAGEMENT,NTNCWS,GW,GW,51,22,other_water_systems,0,0,1,2,8,1,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA0400162,PLEASANT VALLEY BAPTIST CHURCH,NTNCWS,GW,GW,600,3,other_water_systems,1,2,1,4,5,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,PLEASANT VALLEY BAPTIST CHURCH,BUTTE,LPA34 - BUTTE COUNTY,High to medium risk,High to medium risk,No Risk,Low to no risk,600,At-Risk,1,$0,0,0,0,1,3,Yes
CA0405001,DEL ORO WATER CO.-LIME SADDLE MARINA,CWS,SW,SW,888,269,other_water_systems,0,0,0,0,0,0,BUTTE  ,SW,SW,Not purchased,Sacramento River,DEL ORO WATER CO.-LIME SADDLE MARINA,BUTTE,DISTRICT 21 - VALLEY,Low to no risk,Low to no risk,High Risk,Low to no risk,895,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA0405003,SILVER DOLLAR FAIRGROUNDS,NTNCWS,GW,GW,195,1,other_water_systems,0,0,1,6,9,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,2,2,Yes
CA0409177,G & J PROPERTIES,NTNCWS,GW,GW,130,8,other_water_systems,0,0,0,0,1,1,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA0409181,BLUE OAK TERRACE MUTUAL,CWS,GW,GW,81,30,other_water_systems,0,0,0,0,0,0,BUTTE  ,GW,GW,Not purchased,Sacramento River,BLUE OAK TERRACE MUTUAL,BUTTE,LPA34 - BUTTE COUNTY,Low to no risk,Low to no risk,Low Risk,Low to no risk,81,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA0409183,SIERRA MOON WATER COMPANY,CWS,GW,GW,120,86,other_water_systems,0,0,1,1,2,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,SIERRA MOON MUTUAL WATER COMPANY,BUTTE,LPA34 - BUTTE COUNTY,Low to no risk,Low to no risk,No Risk,Low to no risk,120,Not At-Risk,1,$0,0,0,0,0,4,Yes
CA0409187,PG&E - TABLE MOUNTAIN,NTNCWS,GW,GW,25,1,other_water_systems,1,1,0,0,0,0,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,1,3,Yes
CA0409188,"FEDEX FREIGHT, INC. CHI",NTNCWS,GW,GW,37,1,other_water_systems,0,0,0,0,0,0,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,1,3,Yes
CA0409189,DAUTERMAN WELL,NTNCWS,GW,GW,100,3,other_water_systems,0,0,1,1,2,1,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,0,4,Yes
CA0409194,FEDEX GROUND,NTNCWS,GW,GW,180,2,other_water_systems,0,0,0,0,2,1,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA0409197,SIERRA NEVADA BREWING CO.,NTNCWS,GW,GW,350,3,other_water_systems,0,0,0,0,0,0,BUTTE  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA0410001,CITY OF BIGGS,CWS,GW,GW,2060,800,other_water_systems,0,0,1,4,5,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,CITY OF BIGGS,BUTTE,DISTRICT 21 - VALLEY,Low to no risk,Low to no risk,No Risk,Low to no risk,2060,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA0410002,CAL-WATER SERVICE CO.-CHICO,CWS,GW,GW,111831,30239,other_water_systems,0,0,0,0,0,0,BUTTE  ,GW,GW,Not purchased,Sacramento River,CAL-WATER SERVICE CO.-CHICO,BUTTE,DISTRICT 21 - VALLEY,Not Assessed,Not Assessed,Not Assessed,Not Assessed,114925,Not Assessed,1,$0,NA,NA,NA,4,0,Yes
CA0410003,DURHAM IRRIGATION DISTRICT,CWS,GW,GW,1581,479,other_water_systems,0,0,1,1,1,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,DURHAM IRRIGATION DISTRICT,BUTTE,DISTRICT 21 - VALLEY,High to medium risk,Low to no risk,No Risk,Low to no risk,1581,Potentially At-Risk,1,$0,1,0,1,2,2,Yes
CA0410004,CITY OF GRIDLEY,CWS,GW,GW,7444,2282,other_water_systems,0,0,1,3,4,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,CITY OF GRIDLEY,BUTTE,DISTRICT 21 - VALLEY,High to medium risk,Low to no risk,Low Risk,Low to no risk,7269,At-Risk,1,$0,0,0,0,2,2,Yes
CA0410005,CAL-WATER SERVICE CO.-OROVILLE,CWS,SW,SW,11045,3553,other_water_systems,0,0,1,1,1,1,BUTTE  ,SW,SW,Not purchased,Sacramento River,CAL-WATER SERVICE CO.-OROVILLE,BUTTE,DISTRICT 21 - VALLEY,High to medium risk,Low to no risk,Medium Risk,Low to no risk,11106,Potentially At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA0410006,SOUTH FEATHER W&P - MINERS RANCH,CWS,SW,SW,22664,6868,other_water_systems,0,0,0,0,0,0,BUTTE  ,SW,SW,Not purchased,Sacramento River,SOUTH FEATHER W&P - MINERS RANCH,BUTTE,DISTRICT 21 - VALLEY,Low to no risk,High to medium risk,No Risk,Low to no risk,22664,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA0410007,PARADISE IRRIGATION DISTRICT,CWS,SW,SW,9142,9368,other_water_systems,0,0,0,0,0,0,BUTTE  ,SW,SW,Not purchased,Sacramento River,PARADISE IRRIGATION DISTRICT,BUTTE,DISTRICT 21 - VALLEY,Low to no risk,Low to no risk,Low Risk,Low to no risk,9142,Not At-Risk,1,"$28,367,540",10,1,1,4,0,Yes
CA0410008,THERMALITO WATER & SEWER DIST,CWS,SW,SW,12136,3141,carceral_serving_water_system,1,1,1,4,4,1,BUTTE  ,SW,SW,Not purchased,Sacramento River,THERMALITO WATER & SEWER DIST,BUTTE,DISTRICT 21 - VALLEY,Low to no risk,Low to no risk,Low Risk,Low to no risk,12136,Not At-Risk,1,$0,NA,NA,NA,3,1,Yes
CA0410009,DEL ORO WATER CO.-MAGALIA,CWS,GW,GW,350,106,other_water_systems,0,0,1,1,1,1,BUTTE  ,GW,GW,Not purchased,Sacramento River,DEL ORO WATER CO.-MAGALIA,BUTTE,DISTRICT 21 - VALLEY,Low to no risk,Low to no risk,High Risk,Low to no risk,340,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA0410011,DEL ORO WATER CO.-PARADISE PINES,CWS,SW,SWP,10900,3300,other_water_systems,0,0,0,0,0,0,BUTTE  ,SWP,SW,Purchased,Sacramento River,DEL ORO WATER CO.-PARADISE PINES,BUTTE,DISTRICT 21 - VALLEY,Low to no risk,Low to no risk,No Risk,Low to no risk,10940,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA0410012,SOUTH FEATHER W&P - BANGOR,CWS,SW,SW,73,22,other_water_systems,0,0,0,0,0,0,BUTTE  ,SW,SW,Not purchased,Sacramento River,SOUTH FEATHER W&P - BANGOR,BUTTE,DISTRICT 21 - VALLEY,Low to no risk,High to medium risk,Low Risk,Low to no risk,73,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA0410018,DEL ORO WATER CO.-STIRLING BLUFFS,CWS,SW,SW,501,152,other_water_systems,0,0,0,0,0,0,BUTTE  ,SW,SW,Not purchased,Sacramento River,DEL ORO WATER CO.-STIRLING BLUFFS,BUTTE,DISTRICT 21 - VALLEY,Low to no risk,High to medium risk,Low Risk,Low to no risk,521,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA0500009,UNITED PARCEL SERVICE,NTNCWS,GW,GW,75,1,other_water_systems,0,0,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,0,4,Yes
CA0500019,MINERAL MOUNTAIN MUTUAL WATER,CWS,GW,GW,67,34,other_water_systems,0,0,0,0,1,1,CALAVERAS  ,GW,GW,Not purchased,San Joaquin River,MINERAL MOUNTAIN MUTUAL WATER,CALAVERAS,LPA35 - CALAVERAS COUNTY,Low to no risk,Low to no risk,No Risk,Low to no risk,67,Not At-Risk,1,$0,0,0,0,3,1,Yes
CA0500027,LILI VALLEY WATER CO.,CWS,GW,GW,99,70,other_water_systems,0,0,1,2,3,1,CALAVERAS  ,GW,GW,Not purchased,San Joaquin River,LILI VALLEY WATER CO.,CALAVERAS,LPA35 - CALAVERAS COUNTY,Low to no risk,Low to no risk,High Risk,Low to no risk,99,Potentially At-Risk,1,$0,0,0,0,1,3,Yes
CA0500039,TOYON PARK WATER SYSTEM LLC,NTNCWS,GW,GW,150,11,other_water_systems,0,0,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,3,1,Yes
CA0500053,PARDEE CENTER,NTNCWS,SW,SW,50,13,other_water_systems,0,0,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,4,0,Yes
CA0500068,DUNROVIN MOBILE HOME VILLAGE,CWS,GW,GW,99,37,other_water_systems,0,0,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,San Joaquin River,DUNROVIN MOBILE HOME VILLAGE,CALAVERAS,LPA35 - CALAVERAS COUNTY,Low to no risk,Low to no risk,Low Risk,Low to no risk,99,Not At-Risk,1,$0,4,0,1,4,0,Yes
CA0500075,LAKESIDE MOBILE ESTATES,CWS,GW,GW,30,24,other_water_systems,0,0,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,San Joaquin River,LAKESIDE MOBILE ESTATES,CALAVERAS,LPA35 - CALAVERAS COUNTY,Low to no risk,High to medium risk,Medium Risk,Low to no risk,30,At-Risk,1,$0,0,0,0,0,4,Yes
CA0500082,ANGELS CAMP RV/CAMPING RESORT,CWS,GW,GW,288,102,other_water_systems,0,0,0,0,1,1,CALAVERAS  ,GW,GW,Not purchased,San Joaquin River,ANGELS CAMP RV/CAMPING RESORT,CALAVERAS,LPA35 - CALAVERAS COUNTY,Low to no risk,High to medium risk,Medium Risk,High to medium risk,288,Potentially At-Risk,1,$0,NA,0,NA,0,4,Yes
CA0500085,TOYON MIDDLE SCHOOL,NTNCWS,GW,GW,200,1,other_water_systems,0,0,0,0,1,1,CALAVERAS  ,GW,GW,Not purchased,San Joaquin River,TOYON MIDDLE SCHOOL,CALAVERAS,LPA35 - CALAVERAS COUNTY,Low to no risk,Low to no risk,Medium Risk,Low to no risk,200,Not At-Risk,1,$0,0,0,0,0,4,Yes
CA0500091,RITE OF PASSAGE/SIERRA RIDGE,CWS,SW,SW,150,13,other_water_systems,0,0,0,0,2,1,CALAVERAS  ,SW,SW,Not purchased,San Joaquin River,RITE OF PASSAGE/SIERRA RIDGE,CALAVERAS,LPA35 - CALAVERAS COUNTY,Low to no risk,Low to no risk,High Risk,Low to no risk,150,Potentially At-Risk,1,$0,NA,0,NA,0,4,Yes
CA0500095,VINE & BRANCH FELLOWSHIP,NTNCWS,GW,GW,85,3,other_water_systems,0,0,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,San Joaquin River,VINE & BRANCH FELLOWSHIP,CALAVERAS,LPA35 - CALAVERAS COUNTY,Not Assessed,Not Assessed,Not Assessed,Not Assessed,85,Not Assessed,1,$0,0,0,0,1,3,Yes
CA0500097,CUSD DISTRICT OFFICE,NTNCWS,GW,GW,100,2,other_water_systems,0,0,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,NA,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,NA,NA,NA,0,4,Yes
CA0510001,UNION PUBLIC UTILITY DISTRICT,CWS,SW,SW,4774,1735,carceral_serving_water_system,1,5,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,San Joaquin River,UNION PUBLIC UTILITY DISTRICT,CALAVERAS,DISTRICT 10 - STOCKTON,Low to no risk,High to medium risk,High Risk,Low to no risk,4774,At-Risk,1,$0,0,0,0,1,3,Yes
CA0510002,CALAVERAS PUD,CWS,SW,SW,6286,1956,other_water_systems,0,0,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,San Joaquin River,CALAVERAS PUD,CALAVERAS,DISTRICT 10 - STOCKTON,Low to no risk,High to medium risk,High Risk,Low to no risk,6286,Potentially At-Risk,1,"$483,000",9,0,1,4,0,Yes
CA0510003,"ANGELS, CITY OF",CWS,SW,SW,3836,2000,other_water_systems,0,0,0,0,1,1,CALAVERAS  ,SW,SW,Not purchased,San Joaquin River,"ANGELS, CITY OF",CALAVERAS,DISTRICT 10 - STOCKTON,High to medium risk,High to medium risk,High Risk,Low to no risk,3836,At-Risk,1,$0,0,0,0,2,2,Yes
CA0510004,CCWD - SHEEP RANCH,CWS,SW,SW,89,49,other_water_systems,0,0,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,San Joaquin River,CCWD - SHEEP RANCH,CALAVERAS,DISTRICT 10 - STOCKTON,Low to no risk,High to medium risk,Medium Risk,Low to no risk,89,At-Risk,1,$0,0,0,0,4,0,Yes
CA0510005,CCWD - WEST POINT,CWS,SW,SW,1043,576,other_water_systems,0,0,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,San Joaquin River,CCWD - WEST POINT,CALAVERAS,DISTRICT 10 - STOCKTON,Low to no risk,Low to no risk,High Risk,Low to no risk,1043,Potentially At-Risk,1,$0,0,0,0,4,0,Yes
CA0510006,CCWD - JENNY LIND,CWS,SW,SW,9861,3884,other_water_systems,0,0,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,San Joaquin River,CCWD - JENNY LIND,CALAVERAS,DISTRICT 10 - STOCKTON,Low to no risk,High to medium risk,No Risk,Low to no risk,9861,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA0510009,BLUE LAKE SPRINGS MUT WTR,CWS,SW,SWP,4801,1726,other_water_systems,0,0,0,0,1,1,CALAVERAS  ,SWP,SW,Purchased,San Joaquin River,BLUE LAKE SPRINGS MUT WTR,CALAVERAS,DISTRICT 10 - STOCKTON,Low to no risk,Low to no risk,No Risk,Low to no risk,4841,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA0510010,VALLEY SPRINGS PUD,CWS,GW,GW,900,263,other_water_systems,0,0,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,San Joaquin River,VALLEY SPRINGS PUD,CALAVERAS,DISTRICT 10 - STOCKTON,Low to no risk,High to medium risk,High Risk,Low to no risk,900,Potentially At-Risk,1,$0,0,0,0,4,0,Yes
CA0510011,SNOWSHOE SPRINGS ASSN.,CWS,SW,SWP,361,298,other_water_systems,0,0,0,0,0,0,CALAVERAS  ,SWP,SW,Purchased,San Joaquin River,SNOWSHOE SPRINGS ASSN.,CALAVERAS,DISTRICT 10 - STOCKTON,Low to no risk,High to medium risk,No Risk,Low to no risk,686,At-Risk,1,$0,1,0,1,3,1,Yes
CA0510012,CAMANCHE SOUTH SHORE-EBMUD,CWS,SW,SW,837,448,other_water_systems,0,0,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,San Joaquin River,CAMANCHE SOUTH SHORE-EBMUD,CALAVERAS,DISTRICT 10 - STOCKTON,Low to no risk,Low to no risk,Low Risk,High to medium risk,828,Not At-Risk,1,$0,4,0,1,4,0,Yes
CA0510016,CCWD - EBBETTS PASS,CWS,SW,SW,11545,6010,other_water_systems,1,4,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,San Joaquin River,CCWD - EBBETTS PASS,CALAVERAS,DISTRICT 10 - STOCKTON,Low to no risk,Low to no risk,No Risk,Low to no risk,11545,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA0510017,CCWD - COPPER COVE,CWS,SW,SW,5187,2759,other_water_systems,0,0,0,0,0,0,CALAVERAS  ,SW,SW,Not purchased,San Joaquin River,CCWD - COPPER COVE,CALAVERAS,DISTRICT 10 - STOCKTON,Low to no risk,High to medium risk,High Risk,Low to no risk,5187,Potentially At-Risk,1,$0,0,0,0,4,0,Yes
CA0510019,CCWD - WALLACE,CWS,GW,GW,255,108,other_water_systems,0,0,0,0,0,0,CALAVERAS  ,GW,GW,Not purchased,San Joaquin River,CCWD - WALLACE,CALAVERAS,DISTRICT 10 - STOCKTON,Low to no risk,High to medium risk,Low Risk,Low to no risk,255,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA0600005,COLUSA CO. SERVICE AREA #2-STONYFORD,CWS,GW,GW,250,63,other_water_systems,0,0,1,4,4,1,COLUSA  ,GW,GW,Not purchased,Sacramento River,COLUSA CO. SERVICE AREA #2-STONYFORD,COLUSA,DISTRICT 21 - VALLEY,Low to no risk,High to medium risk,High Risk,High to medium risk,250,At-Risk,1,$0,0,0,0,4,0,Yes
CA0600008,COLUSA CO. WWD #1 - GRIMES,CWS,GW,GW,305,123,other_water_systems,1,20,1,3,3,1,COLUSA  ,GW,GW,Not purchased,Sacramento River,COLUSA CO. WWD #1 - GRIMES,COLUSA,DISTRICT 21 - VALLEY,High to medium risk,High to medium risk,Low Risk,Low to no risk,512,Failing,1,"$1,472,617",0,0,0,4,0,Yes
CA0600012,COLUSA CO. SERVICE AREA #1-CENTURY RANCH,CWS,SW,SW,246,88,other_water_systems,0,0,1,4,4,1,COLUSA  ,SW,SW,Not purchased,Sacramento River,COLUSA CO. SERVICE AREA #1-CENTURY RANCH,COLUSA,DISTRICT 21 - VALLEY,Low to no risk,High to medium risk,No Risk,High to medium risk,246,Potentially At-Risk,1,$0,0,0,0,4,0,Yes
CA0600013,COLUSA CO. WWD #2 - PRINCETON,CWS,GW,GW,382,120,other_water_systems,0,0,1,3,3,1,COLUSA  ,GW,GW,Not purchased,Sacramento River,COLUSA CO. WWD #2 - PRINCETON,COLUSA,DISTRICT 21 - VALLEY,Low to no risk,Low to no risk,Medium Risk,Low to no risk,382,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA0600065,COLUSA INDUSTRIAL PROPERTIES,NTNCWS,GW,GW,556,40,other_water_systems,0,0,1,4,4,1,COLUSA  ,GW,GW,Not purchased,Sacramento River,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,4,0,Yes
CA0605002,MORNING STAR PKG. CO.-WMS.,NTNCWS,GW,GW,390,5,other_water_systems,0,0,1,6,6,1,COLUSA  ,GW,GW,Not purchased,Sacramento River,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,4,0,Yes
CA0605004,ADM RICE INC.,NTNCWS,GW,GW,84,1,other_water_systems,0,0,0,0,0,0,COLUSA  ,GW,GW,Not purchased,Sacramento River,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,4,0,Yes
CA0605007,SUN VALLEY RICE COMPANY,NTNCWS,GW,GW,151,1,other_water_systems,0,0,0,0,0,0,COLUSA  ,GW,GW,Not purchased,Sacramento River,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,4,0,Yes
