pwsid,population,service_connections,state_classification,activity_status_cd,regulating_agency,carceral_sys,count_of_viols_over5yrs_mcl,count_of_viols_over5yrs_mon,binary_viol_over5yrs_mcl,binary_viol_over5yrs_mon
CA0605004,87,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0605005,26,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0605006,40,33,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0605007,151,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0605011,185,56,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0605012,95,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0605013,25,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0605015,26,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA0610001,2778,1027,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA0610002,6447,2276,COMMUNITY,A ,DISTRICT 21 - VALLEY,nonexclusive_carceral,0,1,0,1
CA0610003,1175,393,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0610004,5538,1562,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA0701706,180,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0701707,25,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706004,170,50,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,4,0,1,0
CA0706005,140,70,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706018,75,75,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706022,50,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706028,350,4,NON-TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706029,600,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706030,80,65,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706031,200,2,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706032,54,3,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706034,45,80,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706037,75,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706049,25,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706054,100,7,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706059,120,3,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0706102,41,6,NON-TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0706111,66,3,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0706112,82,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707501,60,32,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707502,74,4,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707503,45,3,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707507,380,166,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,4,0,1,0
CA0707509,100,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707517,32,10,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707519,49,17,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707521,205,2,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707523,200,62,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707532,55,4,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707542,120,14,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707545,350,11,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707547,73,22,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707550,30,53,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707553,126,45,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707556,100,110,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707568,90,2,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707569,99,99,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707570,75,2,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707572,123,43,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707573,333,119,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,4,0,1,0
CA0707575,185,65,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707576,644,195,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707577,230,89,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707585,66,20,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707588,156,66,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707589,93,33,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,4,1,1,1
CA0707592,150,114,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707594,45,16,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707595,60,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707597,67,24,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707598,210,75,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707601,110,20,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707603,549,202,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707608,75,24,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707613,481,172,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707615,66,20,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707617,28,1,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707620,238,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707623,31,19,COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,1,0,1
CA0707630,35,2,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0707639,75,3,TRANSIENT NON-COMMUNITY,A ,LPA37 - CONTRA COSTA COUNTY,non_carceral,0,0,0,0
CA0710001,115074,33597,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA0710002,23731,5073,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA0710003,198000,60730,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,nonexclusive_carceral,0,0,0,0
CA0710004,64513,21441,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA0710006,30997,10230,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,nonexclusive_carceral,0,0,0,0
CA0710007,43357,13617,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA0710008,62500,19534,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA0710009,16790,6163,COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA0710300,364,8,TRANSIENT NON-COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA0710800,180,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 04 - SAN FRANCISCO,non_carceral,0,0,0,0
CA0800526,200,44,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800532,650,116,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800542,70,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA0800548,360,63,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800552,250,89,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800555,657,191,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA0800556,185,70,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA0800557,96,69,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA0800603,65,23,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,4,0,1
CA0800605,112,42,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA0800608,200,6,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800615,200,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800622,100,73,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800627,153,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800632,51,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA0800635,110,33,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800647,421,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA0800649,120,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA0800661,100,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800700,120,60,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA0800800,142,51,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0800825,58,27,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA0800850,60,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA0810001,17262,3757,COMMUNITY,A ,DISTRICT 01 - KLAMATH,nonexclusive_carceral,0,0,0,0
CA0810002,2568,601,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA0810003,2570,728,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0810300,1051,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0810303,2208,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0810500,60,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA0810800,135,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,nonexclusive_carceral,0,1,0,1
CA0900102,134,48,COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,1,1,1,1
CA0900103,50,3,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,2,0,1
CA0900104,300,1,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900107,100,2,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,4,0,1
CA0900111,227,19,NON-TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,4,0,1
CA0900112,75,35,COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900113,169,73,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900125,65,4,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900206,100,44,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,2,0,1
CA0900210,120,9,NON-TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900212,1000,9,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,1,0,1
CA0900219,100,4,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900300,150,111,COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,4,0,1
CA0900304,25,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,63,0,1
CA0900306,107,8,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900308,80,51,COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,4,0,1
CA0900309,125,8,NON-TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,3,0,1
CA0900311,300,15,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,1,0,1
CA0900314,103,15,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,2,0,1
CA0900316,311,56,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900317,63,17,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,1,0,1
CA0900401,70,20,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900404,75,35,COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,1,0,1
CA0900410,65,8,NON-TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900411,65,6,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,1,1,1,1
CA0900419,100,6,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,2,0,1
CA0900422,112,40,COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900423,100,5,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900500,1200,1,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900505,200,15,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900507,295,32,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900516,250,20,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900522,500,3,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900529,310,4,NON-TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,2,0,1
CA0900535,71,1,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900536,100,7,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,2,0,1
CA0900551,60,3,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,2,0,1
CA0900553,25,2,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,1,0,1
CA0900554,60,1,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,1,0,1
CA0900562,39,13,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,1,0,1
CA0900564,60,4,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900565,46,3,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,1,0,1
CA0900576,100,4,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,1,1,1,1
CA0900582,47,2,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900587,520,2,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,1,0,1
CA0900592,58,2,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,1,2,1,1
CA0900623,104,3,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900624,66,4,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,1,0,1
CA0900631,69,10,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900651,226,29,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,5,0,1
CA0900652,43,6,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0900654,200,16,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0901217,100,57,COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0901222,75,20,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0901229,200,84,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,1,0,1
CA0901230,125,45,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0901232,25,7,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,1,0,1
CA0901239,50,29,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0901243,70,35,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,1,0,1
CA0901244,100,62,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,0,0,0
CA0901247,100,152,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,2,0,1
CA0901249,250,102,TRANSIENT NON-COMMUNITY,A ,LPA39 - EL DORADO COUNTY,non_carceral,0,2,0,1
CA0910001,132171,43404,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,nonexclusive_carceral,0,0,0,0
CA0910002,100000,14125,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,nonexclusive_carceral,0,0,0,0
CA0910003,9224,3050,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA0910006,1374,619,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,2,0,1
CA0910007,3277,994,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA0910012,703,625,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA0910013,9434,3793,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,nonexclusive_carceral,0,1,0,1
CA0910015,1420,1566,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,1,0,1,0
CA0910017,400,149,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA0910018,535,191,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA0910019,2648,142,COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,1,0,1
CA0910301,1005,14,TRANSIENT NON-COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA0910302,1002,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA0910303,1000,13,TRANSIENT NON-COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA0910305,1001,5,TRANSIENT NON-COMMUNITY,A ,DISTRICT 09 - SACRAMENTO,non_carceral,0,0,0,0
CA1000003,100,53,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000004,264,40,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000005,72,67,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000007,55,24,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000010,250,92,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000012,140,88,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000013,120,18,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,1,1,1,1
CA1000015,104,25,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000016,27,18,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000017,269,91,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000018,302,108,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000019,241,56,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,6,0,1,0
CA1000020,106,38,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000021,417,149,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000023,115,41,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000024,45,16,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000039,132,47,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000040,129,46,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000041,185,67,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000042,196,70,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000049,50,18,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000050,56,17,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000051,302,138,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000053,540,155,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,1,0,1,0
CA1000054,375,75,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,1,0,1,0
CA1000056,240,137,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000057,92,28,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,2,0,1,0
CA1000058,158,47,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000059,44,27,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000060,60,68,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000061,289,74,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000063,120,35,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000067,75,25,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000069,345,201,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000071,160,66,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000072,80,87,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000075,25,10,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000076,116,32,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,1,0,1
CA1000078,291,104,COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000080,156,52,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
CA1000083,100,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 23 - FRESNO,non_carceral,0,0,0,0
