PWS ID,PWS Name,Primacy Agency,PWS Type,Population Served Count,Service Connections Count,Primary Source,Primary Source Code,GW SW,GW SW Code
CA1910130,QUARTZ HILL WATER DIST.,California,Community water system,"19,100",5842,Surface water purchased,SWP,Surface water,SW
CA4200905,FLOOD RANCH/RANCHO SISQUOC,California,Transient non-community system,49,12,Ground water,GW,Groundwater,GW
CA3610851,CALIFORNIA INSTITUTION FOR WOMEN,California,Community water system,"1,116",1063,Ground water purchased,GWP,Groundwater,GW
CA4200691,SABLE OFFSHORE CORP POPCO,California,Non-Transient non-community system,40,3,Ground water,GW,Groundwater,GW
CA4200743,SABLE OFFSHORE CORP LAS FLORES CANYON,California,Non-Transient non-community system,70,5,Ground water,GW,Groundwater,GW
CA4901282,"MANZANA PRODUCTS COMPANY, INC.",California,Non-Transient non-community system,175,4,Ground water,GW,Groundwater,GW
CA2400329,HILLTOP RANCH-LOONEY ROAD,California,Non-Transient non-community system,45,3,Ground water,GW,Groundwater,GW
CA2400330,HILLTOP RANCH - TURLOCK ROAD,California,Non-Transient non-community system,125,3,Ground water,GW,Groundwater,GW
CA1400133,TECOPA PALMS THERAPEUTIC HOT SPRINGS RES,California,Transient non-community system,50,33,Ground water,GW,Groundwater,GW
CA2700634,CHETMOORE ACRES WA,California,Community water system,59,23,Ground water,GW,Groundwater,GW
CA3700235,"THE OAKS VENTURE, LLC",California,Transient non-community system,220,9,Ground water,GW,Groundwater,GW
CA5000273,GRATTON SCHOOL,California,Non-Transient non-community system,110,2,Ground water,GW,Groundwater,GW
CA3400424,JACKSON SHELL (SWS),California,Transient non-community system,150,1,Ground water,GW,Groundwater,GW
CA3400190,IMPERIAL MANOR MOBILEHOME COMMUNITY,California,Community water system,280,187,Ground water,GW,Groundwater,GW
CA2410950,DWR - SAN LUIS DIVISION O&M,California,Non-Transient non-community system,150,3,Surface water,SW,Surface water,SW
CA4901436,SEBASTOPOL CHARTER SCHOOL,California,Non-Transient non-community system,310,1,Ground water,GW,Groundwater,GW
CA4000841,SUTTER HOME WINERY INC. TRINCHERO CC,California,Non-Transient non-community system,71,5,Ground water,GW,Groundwater,GW
CA5500237,LONG BARN LODGE INC.,California,Transient non-community system,26,11,Ground water,GW,Groundwater,GW
CA0400016,BERRY CREEK COMMUNITY SERVICE DIST,California,Community water system,28,8,Ground water,GW,Groundwater,GW
CA0110011,CITY OF LIVERMORE,California,Community water system,"38,892",9958,Surface water purchased,SWP,Surface water,SW
CA1504002,JASMINE VINEYARDS,California,Transient non-community system,66,2,Ground water,GW,Groundwater,GW
CA1504007,JASMINE VINEYARDS COLD STORAGE,California,Non-Transient non-community system,27,1,Ground water,GW,Groundwater,GW
CA2100584,MCEVOY RANCH WATER SYSTEM,California,Non-Transient non-community system,66,8,Surface water,SW,Surface water,SW
CA3301146,TERWILLIGER ASSOCIATION,California,Transient non-community system,25,2,Ground water,GW,Groundwater,GW
CA4210020,SANTA YNEZ RIVER WATER CONS. DIST. ID#1,California,Community water system,"7,022",2639,Surface water purchased,SWP,Surface water,SW
CA1502073,CAMP EL CAMINO PINES,California,Transient non-community system,131,14,Ground water,GW,Groundwater,GW
CA5000109,CERES UNIFIED/WESTPORT SCHOOL,California,Non-Transient non-community system,450,6,Ground water,GW,Groundwater,GW
CA3610800,CDF - OAK GLEN CONSERVATION CAMP,California,Community water system,83,1,Ground water,GW,Groundwater,GW
CA3601122,PRIMM VALLEY GOLF CLUB,California,Non-Transient non-community system,50,1,Ground water,GW,Groundwater,GW
CA3601062,CEMEX CALIF CEMENT LLC VV,California,Non-Transient non-community system,100,7,Ground water,GW,Groundwater,GW
CA3601130,CEMEX CALIF CEMENT LLC AV,California,Non-Transient non-community system,100,7,Ground water,GW,Groundwater,GW
CA1504006,"CENTRAL VALLEY EGGS, LLC",California,Non-Transient non-community system,296,1,Ground water,GW,Groundwater,GW
CA1510052,NORTH EDWARDS WD,California,Community water system,"1,105",271,Surface water purchased,SWP,Surface water,SW
CA1503642,WEEKS ROSES WATER SYSTEM,California,Non-Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA5400919,BUENA VISTA SCHOOL,California,Non-Transient non-community system,250,9,Ground water,GW,Groundwater,GW
CA0500028,SHERMAN ACRES MUTUAL WATER ASN,California,Transient non-community system,120,30,Ground water,GW,Groundwater,GW
CA1000671,MOONLIGHT PACKING CO. LLC - PLANT 8,California,Transient non-community system,620,1,Ground water,GW,Groundwater,GW
CA4200973,FOLDED HILLS WINERY,California,Transient non-community system,235,2,Ground water,GW,Groundwater,GW
CA2300663,BRANSCOMB MOBILE HOME PARK,California,Community water system,42,14,Surface water,SW,Surface water,SW
CA4901144,BR COHN WINERY AND OLIVE CO,California,Non-Transient non-community system,155,7,Ground water,GW,Groundwater,GW
CA2710850,CORRECTIONAL TRAINING FACILITY - SOLEDAD,California,Community water system,"4,269",2769,Ground water,GW,Groundwater,GW
CA1900744,ANCHOR RETREAT CENTER,California,Transient non-community system,202,9,Ground water,GW,Groundwater,GW
CA1800531,CALTRANS-HONEY LAKE SRRA,California,Transient non-community system,350,1,Ground water,GW,Groundwater,GW
CA1100436,ORLAND OAKS MHP,California,Community water system,186,83,Ground water,GW,Groundwater,GW
CA2702412,DOLE FRESH VEGETABLES WS,California,Non-Transient non-community system,900,1,Ground water,GW,Groundwater,GW
CA4910306,CSP-ARMSTRONG REDWOODS STATE RESERVE,California,Transient non-community system,610,11,Ground water,GW,Groundwater,GW
CA4910308,CSP-WRIGHTS BEACH STATE PARK,California,Transient non-community system,500,11,Groundwater under influence of surface water,GU,Surface water,SW
CA3710025,SWEETWATER AUTHORITY,California,Community water system,"189,371",33366,Surface water,SW,Surface water,SW
CA2210917,YOSEMITE RIDGE RESORT,California,Transient non-community system,60,14,Ground water,GW,Groundwater,GW
CA1000010,CAMP SIERRA,California,Transient non-community system,250,92,Surface water,SW,Surface water,SW
CA3301979,MADISON CENTER WATER SYSTEM,California,Non-Transient non-community system,68,3,Ground water,GW,Groundwater,GW
CA3010002,CITY OF BREA,California,Community water system,"47,589",12943,Surface water purchased,SWP,Surface water,SW
CA3710750,NAS NORTH ISLAND & NAB CORONADO,California,Community water system,"36,990",1415,Surface water purchased,SWP,Surface water,SW
CA3710708,USN CAMP MICHAEL MONSOOR,California,Transient non-community system,159,13,Ground water,GW,Groundwater,GW
CA3710706,USN SERE CAMP WARNER SPRINGS,California,Transient non-community system,48,14,Ground water,GW,Groundwater,GW
CA3710707,USN SAN CLEMENTE ISLAND,California,Non-Transient non-community system,800,268,Surface water purchased,SWP,Surface water,SW
CA2910016,DONNER SUMMIT PUBLIC UTILITY DISTRICT,California,Community water system,310,362,Surface water,SW,Surface water,SW
CA3100034,DSPUD-BIG BEND,California,Transient non-community system,38,38,Ground water,GW,Groundwater,GW
CA3400456,STAFFORD MEAT COMPANY,California,Non-Transient non-community system,32,4,Ground water,GW,Groundwater,GW
CA4000781,PASO 360,California,Non-Transient non-community system,135,1,Ground water,GW,Groundwater,GW
CA0400004,FOREST RANCH MUTUAL WATER SYSTEM,California,Community water system,119,42,Ground water,GW,Groundwater,GW
CA3400464,"RIVER CITY RECOVERY CENTER, INC. (SWS)",California,Transient non-community system,60,7,Ground water,GW,Groundwater,GW
CA0400070,BUTTE-GLENN COMMUNITY COLLEGE DIST,California,Non-Transient non-community system,"18,000",55,Ground water,GW,Groundwater,GW
CA5403218,QUESADILLA GORILLA,California,Transient non-community system,40,1,Ground water,GW,Groundwater,GW
CA0900309,MOUNTAIN CREEK SCHOOL,California,Non-Transient non-community system,125,8,Ground water,GW,Groundwater,GW
CA4500337,WEAVER LUMBER WATER SYSTEM,California,Non-Transient non-community system,40,1,Ground water,GW,Groundwater,GW
CA5410024,RICHGROVE COMMUNITY SERVICES DISTRICT,California,Community water system,"1,617",526,Ground water,GW,Groundwater,GW
CA1000199,FOWLER CARE CENTER,California,Community water system,46,1,Ground water,GW,Groundwater,GW
CA0400090,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,California,Community water system,40,17,Ground water,GW,Groundwater,GW
CA0400051,DINGERVILLE USA PARK,California,Community water system,220,80,Ground water,GW,Groundwater,GW
CA4910309,CSP-FORT ROSS STATE PARK,California,Transient non-community system,"3,500",28,Groundwater under influence of surface water,GU,Surface water,SW
CA4910310,CSP-SALT POINT STATE PARK,California,Transient non-community system,"3,500",38,Ground water,GW,Groundwater,GW
CA4910313,CSP-GOAT ROCK STATE BEACH,California,Transient non-community system,400,3,Groundwater under influence of surface water,GU,Surface water,SW
CA3600406,NEWBERRY MOUNTAIN RV & MOTEL,California,Transient non-community system,25,3,Ground water,GW,Groundwater,GW
CA2700014,SPENCE RD CULTIVATION WS,California,Non-Transient non-community system,25,1,Ground water,GW,Groundwater,GW
CA3710047,CAMPO HILLS-COUNTY PUBLIC WORKS WASTEWTR,California,Community water system,500,222,Groundwater under influence of surface water,GU,Surface water,SW
CA3700859,RANCHO DEL CAMPO WATER SYSTEM,California,Community water system,290,110,Ground water,GW,Groundwater,GW
CA3700968,SAN PASQUAL ACADEMY,California,Community water system,298,64,Ground water,GW,Groundwater,GW
CA2700702,PRUNEDALE MWC,California,Community water system,277,84,Ground water,GW,Groundwater,GW
CA2210932,USFS - DRY GULCH/DIRT FLAT CAMPGROUND,California,Transient non-community system,55,4,Ground water,GW,Groundwater,GW
CA1510014,MOJAVE PUD,California,Community water system,"4,699",1201,Surface water purchased,SWP,Surface water,SW
CA2210937,MARIPOSA COUNTY PUBLIC WORKS DEPARTMENT,California,Non-Transient non-community system,55,6,Ground water,GW,Groundwater,GW
CA2210924,YOSEMITE WEST WATER SYSTEM,California,Community water system,420,185,Ground water,GW,Groundwater,GW
CA2210901,MPWD-COULTERVILLE CSA 1,California,Community water system,193,77,Ground water,GW,Groundwater,GW
CA2208107,MCPR-RED CLOUD PARK,California,Transient non-community system,25,2,Ground water,GW,Groundwater,GW
CA2207094,MCPR-CATHEY S VALLEY PARK,California,Transient non-community system,250,3,Ground water,GW,Groundwater,GW
CA2207070,MCPR-HORNITOS CO. PARK,California,Transient non-community system,25,3,Ground water,GW,Groundwater,GW
CA2204054,MCPR- WOODLAND PARK,California,Non-Transient non-community system,35,2,Ground water,GW,Groundwater,GW
CA2202131,MCPR-MIDPINES PARK,California,Transient non-community system,50,3,Ground water,GW,Groundwater,GW
CA3400113,CLIFF'S MARINA,California,Transient non-community system,30,4,Ground water,GW,Groundwater,GW
CA1400006,PINE CREEK VILLAGE,California,Community water system,240,89,Ground water,GW,Groundwater,GW
CA3400364,JEAN HARVIE SCHOOL [SWS],California,Non-Transient non-community system,30,2,Ground water,GW,Groundwater,GW
CA3400180,BRANCH CENTER [SWS],California,Non-Transient non-community system,"1,700",40,Ground water,GW,Groundwater,GW
CA3400342,KIEFER LANDFILL [SWS],California,Non-Transient non-community system,50,3,Ground water,GW,Groundwater,GW
CA3400139,SACRAMENTO INTERNATIONAL AIRPORT [SWS],California,Non-Transient non-community system,"41,717",67,Surface water purchased,SWP,Surface water,SW
CA3400106,EAST WALNUT GROVE [SWS],California,Community water system,300,169,Ground water,GW,Groundwater,GW
CA3400117,DISCOVERY PARK [SWS],California,Transient non-community system,30,2,Ground water,GW,Groundwater,GW
CA3400473,METRO AIR PARK WATER SYSTEM,California,Non-Transient non-community system,"2,500",17,Surface water purchased,SWP,Surface water,SW
CA3410002,SCWA - ARDEN PARK VISTA,California,Community water system,"10,101",3061,Ground water,GW,Groundwater,GW
CA5400959,RM PYLES BOYS CAMP,California,Transient non-community system,150,11,Ground water,GW,Groundwater,GW
CA3301040,RIVERDALE ESTATES,California,Community water system,300,186,Ground water,GW,Groundwater,GW
CA0110650,USBR-SLDMWA - CVP JONES PUMPING PLANT,California,Non-Transient non-community system,90,1,Surface water,SW,Surface water,SW
CA0300086,GRACE FELLOWSHIP CHURCH,California,Transient non-community system,125,1,Ground water,GW,Groundwater,GW
CA5000263,OASIS INVESTMENTS,California,Community water system,75,31,Ground water,GW,Groundwater,GW
CA4500153,SHASTA DISTRICT FAIR,California,Transient non-community system,"10,200",1,Ground water,GW,Groundwater,GW
CA3600184,NORTH SHORE MWC,California,Community water system,7,33,Ground water,GW,Groundwater,GW
CA3700782,FALLBROOK KAMP RETREAT,California,Transient non-community system,24,25,Ground water,GW,Groundwater,GW
CA2800035,RIVER RANCH FARM WORKER CENTER,California,Community water system,66,6,Ground water,GW,Groundwater,GW
CA2800040,MONDAVI FARM WORKER CENTER,California,Community water system,66,3,Ground water,GW,Groundwater,GW
CA2800039,CALISTOGA FARM WORKER CENTER,California,Community water system,65,4,Ground water,GW,Groundwater,GW
CA3500830,FALLON ROAD LABOR HOUSING,California,Community water system,84,7,Ground water,GW,Groundwater,GW
CA4110003,CITY OF BURLINGAME,California,Community water system,"31,447",8739,Surface water purchased,SWP,Surface water,SW
CA1502068,DI GIORGIO SCHOOL WATER SYSTEM,California,Non-Transient non-community system,268,1,Ground water,GW,Groundwater,GW
CA3210004,AMERICAN VALLEY CSD,California,Community water system,"4,093",1613,Ground water,GW,Groundwater,GW
CA1210016,MCKINLEYVILLE C.S.D.,California,Community water system,"16,900",5999,Ground water purchased,GWP,Groundwater,GW
CA1700659,THE MERCANTILE,California,Transient non-community system,28,2,Ground water,GW,Groundwater,GW
CA0400019,OROVILLE MOBILE HOME PARK,California,Community water system,76,35,Ground water,GW,Groundwater,GW
CA3200058,CROMBERG SPRING WATER ASSN,California,Transient non-community system,25,7,Ground water,GW,Groundwater,GW
CA2310004,"WILLITS, CITY OF",California,Community water system,"6,175",2393,Surface water,SW,Surface water,SW
CA2702608,THIMIO MWC,California,Community water system,60,21,Ground water,GW,Groundwater,GW
CA1400500,QUALITY INN SYSTEM,California,Transient non-community system,150,1,Ground water,GW,Groundwater,GW
CA2701273,RIVERSIDE CAMPGROUND WS,California,Transient non-community system,100,1,Groundwater under influence of surface water,GU,Surface water,SW
CA2701945,BIG SUR CAMPGROUND WS,California,Transient non-community system,209,2,Groundwater under influence of surface water,GU,Surface water,SW
CA5800875,WILLOW GLEN SALOON,California,Transient non-community system,35,1,Ground water,GW,Groundwater,GW
CA3710037,PADRE DAM MWD,California,Community water system,"93,859",23277,Surface water purchased,SWP,Surface water,SW
CA2300755,POTTER VALLEY SCHOOL DISTRICT,California,Non-Transient non-community system,309,36,Groundwater under influence of surface water,GU,Surface water,SW
CA4200725,GAVIOTA OIL HEATING FACILITY,California,Non-Transient non-community system,25,3,Surface water,SW,Surface water,SW
CA3400103,B & W RESORT MARINA,California,Community water system,100,37,Ground water,GW,Groundwater,GW
CA5700597,HUSICKS,California,Transient non-community system,60,2,Ground water,GW,Groundwater,GW
CA2000956,QUADY RESIDENCE AND WNERY,California,Non-Transient non-community system,32,3,Ground water,GW,Groundwater,GW
CA4900640,SONOMA COUNTY MUTUAL WATER COMPANY,California,Community water system,40,18,Groundwater under influence of surface water,GU,Surface water,SW
CA3400167,WILLOW BERM MARINA,California,Transient non-community system,150,181,Ground water,GW,Groundwater,GW
CA2000629,KANE RANCH WATER ASSOCIATION,California,Transient non-community system,200,8,Ground water,GW,Groundwater,GW
CA3400125,FREEPORT MARINA,California,Community water system,45,27,Ground water,GW,Groundwater,GW
CA3301381,CSA 51,California,Community water system,350,77,Ground water,GW,Groundwater,GW
CA5602406,RIO SCHOOL DIST/RIO DEL VALLE SCHOOL,California,Non-Transient non-community system,820,2,Surface water purchased,SWP,Surface water,SW
CA5602408,RIO SCHOOL DIST/ RIO REAL SCHOOL,California,Non-Transient non-community system,550,2,Surface water purchased,SWP,Surface water,SW
