,pwsid,health_5yr_count,health_5yr_count_no2ndary_mcl,health_5yr_count_no_2ndary_or_lsl,mr_5yr_count,mon_only_5yr_count,health_5yr_binary,health_5yr_no2ndary_mcl_binary,health_5yr_no2ndary_or_lsl_binary,mr_5yr_binary,mon_only_5yr_binary,pws_name,pws_type_code,gw_sw_code,primary_source_code,population_served_count,service_connections_count,carceral_sys
200,CA0710010,0,0,0,0,0,0,0,0,0,0,RANDALL-BOLD WATER TREATMENT PLANT,CWS,SW,SWP,1,1,other_water_systems
201,CA0710011,0,0,0,0,0,0,0,0,0,0,CCWD/BRENTWOOD WTP,CWS,SW,SWP,0,1,other_water_systems
202,CA0710800,0,0,0,0,0,0,0,0,0,0,DWR DELTA FIELD DIVISION - BANKS PP,NTNCWS,SW,SW,180,1,other_water_systems
203,CA0800526,2,2,1,1,0,1,1,1,1,0,REDWOOD PARK C.S.D.,CWS,GW,GW,200,44,other_water_systems
204,CA0800532,0,0,0,3,3,0,0,0,1,1,BIG ROCK C.S.D.,CWS,GW,GW,650,116,other_water_systems
205,CA0800548,0,0,0,0,0,0,0,0,0,0,KLAMATH C.S.D.,CWS,GW,GW,360,63,other_water_systems
206,CA0800552,0,0,0,4,3,0,0,0,1,1,NORTHCREST TRAILER CITY,CWS,GW,GW,250,89,other_water_systems
207,CA0800555,0,0,0,4,4,0,0,0,1,1,GASQUET C.S.D.,CWS,SW,SW,657,201,other_water_systems
208,CA0800556,0,0,0,3,3,0,0,0,1,1,HRC C.S.D.,CWS,GW,GW,185,69,other_water_systems
209,CA0800557,1,1,0,5,3,1,1,0,1,1,HUNTER VALLEY CSD,CWS,GW,GW,96,69,other_water_systems
210,CA0800603,1,1,1,10,6,1,1,1,1,1,BUTTE COURT MOBILE HOME PARK,CWS,GW,GW,65,23,other_water_systems
211,CA0800605,1,1,0,4,2,1,1,0,1,1,WEST PARK PROPERTIES,CWS,GW,GW,112,42,other_water_systems
212,CA0800647,1,1,0,5,3,1,1,0,1,1,REDWOOD MAINT. & OPER.,NTNCWS,GW,GW,421,1,other_water_systems
213,CA0800649,1,1,0,6,3,1,1,0,1,1,MARGARET KEATING MAIN. & OPER.,NTNCWS,GW,GW,120,2,other_water_systems
214,CA0800700,1,1,0,3,2,1,1,0,1,1,LAS PALMAS MOBILE HOME PARK,CWS,GW,GW,120,60,other_water_systems
215,CA0800800,0,0,0,5,5,0,0,0,1,1,PINE GROVE TRAILER PARK,CWS,GW,GW,100,51,other_water_systems
216,CA0800825,5,5,5,1,1,1,1,1,1,1,JED SMITH HOMEOWNERS ASSN.,CWS,GW,GW,58,27,other_water_systems
217,CA0810001,0,0,0,0,0,0,0,0,0,0,CITY OF CRESCENT CITY,CWS,GW,GW,17170,3731,carceral_serving_water_system
218,CA0810002,0,0,0,0,0,0,0,0,0,0,SMITH RIVER C.S.D.,CWS,GW,GW,2568,601,other_water_systems
219,CA0810003,0,0,0,1,0,0,0,0,1,0,BERTSCH OCEAN VIEW CSD,CWS,GW,GWP,2609,739,other_water_systems
220,CA0810800,1,1,0,4,2,1,1,0,1,1,CALFIRE-ALDER CONSERVATION CAMP,NTNCWS,SW,GU,135,1,carceral_water_system
221,CA0900102,1,1,1,3,3,1,1,1,1,1,GOLD BEACH PARK,CWS,GW,GW,134,48,other_water_systems
222,CA0900111,1,1,0,7,5,1,1,0,1,1,PIONEER  ELEMENTARY SCHOOL,NTNCWS,GW,GW,227,19,other_water_systems
223,CA0900112,0,0,0,0,0,0,0,0,0,0,CANDLELIGHT VILLAGE MUTUAL WATER CO.,CWS,GW,GW,75,32,other_water_systems
224,CA0900210,0,0,0,1,1,0,0,0,1,1,MILLERS HILL SCHOOL,NTNCWS,GW,GW,120,7,other_water_systems
225,CA0900300,8,8,8,35,35,1,1,1,1,1,KYBURZ MUTUAL WATER COMPANY,CWS,SW,SW,150,118,other_water_systems
226,CA0900304,0,0,0,79,78,0,0,0,1,1,SILVERFORK SCHOOL,NTNCWS,GW,GW,25,1,other_water_systems
227,CA0900308,0,0,0,2,2,0,0,0,1,1,QUINTETTE SERVICE CORP WATER,CWS,GW,GW,80,51,other_water_systems
228,CA0900309,1,1,0,5,3,1,1,0,1,1,MOUNTAIN CREEK SCHOOL,NTNCWS,GW,GW,125,8,other_water_systems
229,CA0900404,0,0,0,0,0,0,0,0,0,0,"OAKLANE MOBILE VILLAGE, LLC.",CWS,GW,GW,75,35,other_water_systems
230,CA0900410,0,0,0,0,0,0,0,0,0,0,LATROBE ELEMENTARY SCHOOL,NTNCWS,GW,GW,65,5,other_water_systems
231,CA0900422,0,0,0,0,0,0,0,0,0,0,CRYSTAL CAVES MHP,CWS,GW,GW,112,40,other_water_systems
232,CA0900529,0,0,0,3,3,0,0,0,1,1,STATION HOUSE INN,NTNCWS,GW,GW,310,4,other_water_systems
233,CA0900649,2,2,1,1,0,1,1,1,1,0,SOUTH SHORE RECREATION AREA,NTNCWS,GW,GW,3300,200,other_water_systems
234,CA0900659,0,0,0,3,3,0,0,0,1,1,SIERRA TAHOE MAIN LODGE,NTNCWS,GW,GW,1940,5,other_water_systems
235,CA0900660,0,0,0,1,1,0,0,0,1,1,HEAVENLY SKI CREEK STATION,NTNCWS,GW,GW,1000,5,other_water_systems
236,CA0901217,0,0,0,0,0,0,0,0,0,0,BEAR STATE WATER WORKS,CWS,GW,GW,100,57,other_water_systems
237,CA0910001,0,0,0,0,0,0,0,0,0,0,EL DORADO ID - MAIN,CWS,SW,SW,132171,43500,carceral_serving_water_system
238,CA0910002,0,0,0,0,0,0,0,0,0,0,SOUTH TAHOE PUD - MAIN,CWS,GW,GW,117013,14287,carceral_serving_water_system
239,CA0910003,0,0,0,0,0,0,0,0,0,0,"PLACERVILLE, CITY OF - MAIN",CWS,SW,SWP,9224,3050,other_water_systems
240,CA0910006,0,0,0,2,2,0,0,0,1,1,GRIZZLY FLATS COMMUNITY SERVIC,CWS,SW,SW,1374,620,other_water_systems
241,CA0910007,0,0,0,0,0,0,0,0,0,0,LUKINS BROTHERS WATER COMPANY,CWS,GW,GW,3286,993,other_water_systems
242,CA0910012,0,0,0,0,0,0,0,0,0,0,TAHOE CITY PUD - RUBICON,CWS,GW,GW,703,625,other_water_systems
243,CA0910013,0,0,0,1,1,0,0,0,1,1,GEORGETOWN DIVIDE PUD,CWS,SW,SW,9434,3729,carceral_serving_water_system
244,CA0910015,3,3,3,0,0,1,1,1,0,0,TAHOE KEYS WATER COMPANY,CWS,GW,GW,1420,1566,other_water_systems
245,CA0910017,0,0,0,0,0,0,0,0,0,0,EL DORADO ID - STRAWBERRY,CWS,SW,SW,400,149,other_water_systems
246,CA0910018,0,0,0,0,0,0,0,0,0,0,EL DORADO ID - OUTINGDALE,CWS,SW,SW,535,191,other_water_systems
247,CA0910019,0,0,0,3,3,0,0,0,1,1,LAKESIDE PARK ASSOCIATION,CWS,SW,SW,2648,142,other_water_systems
248,CA1000004,9,9,9,0,0,1,1,1,0,0,BELMONT WATER CORPORATION,CWS,GW,GW,264,40,other_water_systems
249,CA1000005,1,1,0,2,0,1,1,0,1,0,BIG CREEK COMMUNITY SERV DIST,CWS,SW,SWP,72,67,other_water_systems
250,CA1000018,0,0,0,1,0,0,0,0,1,0,EASTON ESTATES WATER COMPANY,CWS,GW,GW,302,108,other_water_systems
251,CA1000019,18,18,18,0,0,1,1,1,0,0,FCSA #30/EL PORVENIR,CWS,SW,SW,241,56,other_water_systems
252,CA1000021,0,0,0,0,0,0,0,0,0,0,FCSA #05/WILDWOOD ISLAND,CWS,GW,GW,417,149,other_water_systems
253,CA1000023,8,8,8,1,1,1,1,1,1,1,FCSA #14/BELMONT MANOR,CWS,GW,GW,115,41,other_water_systems
254,CA1000039,0,0,0,0,0,0,0,0,0,0,FCSA #10/CUMORAH KNOLLS,CWS,GW,GW,132,47,other_water_systems
255,CA1000040,0,0,0,0,0,0,0,0,0,0,FCWWD #37/MILE HIGH,CWS,GW,GW,129,46,other_water_systems
256,CA1000041,0,0,0,0,0,0,0,0,0,0,FCWWD #38/SKY HARBOUR,CWS,GW,GW,176,67,other_water_systems
257,CA1000042,0,0,0,0,0,0,0,0,0,0,FCWWD #40 / SHAVER SPRINGS,CWS,GW,GW,196,70,other_water_systems
258,CA1000053,1,1,1,0,0,1,1,1,0,0,LANARE COMMUNITY SERVICES DIST,CWS,GW,GW,528,158,other_water_systems
259,CA1000054,2,2,1,6,1,1,1,1,1,1,LAS DELTAS MUTUAL WATER SYSTEM,CWS,GW,GWP,375,107,other_water_systems
260,CA1000056,0,0,0,0,0,0,0,0,0,0,MEADOW LAKES CLUB,CWS,GW,GW,240,120,other_water_systems
261,CA1000057,8,8,8,0,0,1,1,1,0,0,DEL ORO WATER CO - METROPOLITAN DISTRICT,CWS,GW,GW,92,28,other_water_systems
262,CA1000060,0,0,0,2,2,0,0,0,1,1,MUSICK MEADOWS #1,NTNCWS,GW,GW,60,68,other_water_systems
263,CA1000061,0,0,0,0,0,0,0,0,0,0,MUSICK MEADOWS #2,NTNCWS,GW,GW,289,74,other_water_systems
264,CA1000063,0,0,0,1,1,0,0,0,1,1,NEW AUBERRY WATER ASSOCIATION,CWS,GW,GW,120,35,other_water_systems
265,CA1000069,0,0,0,0,0,0,0,0,0,0,SHAVER LAKE HEIGHTS WATER ASSN,CWS,GW,GW,345,201,other_water_systems
266,CA1000075,1,1,0,10,1,1,1,0,1,1,TRACT 1199 WATER SYSTEM,CWS,GW,GW,25,10,other_water_systems
267,CA1000078,0,0,0,0,0,0,0,0,0,0,FCWWD #42/ALLUVIAL & FANCHER,CWS,GW,GW,291,104,other_water_systems
268,CA1000104,1,1,1,0,0,1,1,1,0,0,CENTERVILLE SCHOOL,NTNCWS,GW,GW,489,11,other_water_systems
269,CA1000105,0,0,0,0,0,0,0,0,0,0,MADISON ELEMENTARY SCHOOL,NTNCWS,GW,GW,505,8,other_water_systems
270,CA1000111,2,2,1,1,0,1,1,1,1,0,PINE RIDGE SCHOOL,NTNCWS,GW,GW,100,13,other_water_systems
271,CA1000136,0,0,0,2,2,0,0,0,1,1,USFS/TRIMMER WORK CENTER,NTNCWS,GW,GW,56,18,other_water_systems
272,CA1000148,1,1,0,1,0,1,1,0,1,0,WONDER VALLEY RIVER WAY RANCH,NTNCWS,GW,GW,107,28,other_water_systems
273,CA1000176,0,0,0,0,0,0,0,0,0,0,J R SIMPLOT COMPANY,NTNCWS,GW,GW,70,1,other_water_systems
274,CA1000177,2,2,2,0,0,1,1,1,0,0,I-5 AND PANOCHE DEVELOPMENT,NTNCWS,SW,SW,85,10,other_water_systems
275,CA1000178,1,1,1,0,0,1,1,1,0,0,I-5 AND HWY 198 REST AREA,NTNCWS,SW,SW,225,17,other_water_systems
276,CA1000180,8,8,8,0,0,1,1,1,0,0,ALTA ELEMENTARY SCHOOL,NTNCWS,GW,GW,389,1,other_water_systems
277,CA1000181,0,0,0,0,0,0,0,0,0,0,ALVINA SCHOOL,NTNCWS,GW,GW,210,8,other_water_systems
278,CA1000182,0,0,0,0,0,0,0,0,0,0,BURREL UNION ELEMENTARY SCHOOL,NTNCWS,GW,GW,181,2,other_water_systems
279,CA1000184,0,0,0,0,0,0,0,0,0,0,DUNLAP K-8 SCHOOL,NTNCWS,GW,GW,454,1,other_water_systems
280,CA1000185,0,0,0,0,0,0,0,0,0,0,GREAT WESTERN ELEMENTARY SCHOOL,NTNCWS,GW,GW,380,1,other_water_systems
281,CA1000186,2,1,0,1,0,1,1,0,1,0,HELM SCHOOL,CWS,GW,GW,105,11,other_water_systems
282,CA1000187,1,1,0,1,0,1,1,0,1,0,INDIANOLA SCHOOL,NTNCWS,GW,GW,511,10,other_water_systems
283,CA1000189,1,1,0,1,0,1,1,0,1,0,LATON HIGH SCHOOL,NTNCWS,GW,GW,150,1,other_water_systems
284,CA1000190,0,0,0,0,0,0,0,0,0,0,LONE STAR SCHOOL,NTNCWS,GW,GW,700,6,other_water_systems
285,CA1000192,1,1,0,2,1,1,1,0,1,1,MONROE SCHOOL,NTNCWS,GW,GW,200,3,other_water_systems
286,CA1000193,0,0,0,0,0,0,0,0,0,0,NAVELENCIA SCHOOL,NTNCWS,GW,GW,367,1,other_water_systems
287,CA1000194,0,0,0,0,0,0,0,0,0,0,PACIFIC UNION ELEMENTARY SCHOOL,NTNCWS,GW,GW,490,6,other_water_systems
288,CA1000196,5,5,5,0,0,1,1,1,0,0,RIVERVIEW SCHOOL,NTNCWS,GW,GW,461,1,other_water_systems
289,CA1000198,1,1,0,1,0,1,1,0,1,0,TERRY SCHOOL,NTNCWS,GW,GW,236,25,other_water_systems
290,CA1000199,0,0,0,2,0,0,0,0,1,0,FOWLER CARE CENTER,CWS,GW,GW,46,1,other_water_systems
291,CA1000200,1,1,0,1,0,1,1,0,1,0,RUBYS VALLEY CARE HOME,CWS,GW,GW,79,1,other_water_systems
292,CA1000201,0,0,0,0,0,0,0,0,0,0,SUN EMPIRE SCHOOL,NTNCWS,GW,GW,650,10,other_water_systems
293,CA1000204,13,13,12,5,4,1,1,1,1,1,AMERICAN UNION SCHOOL,NTNCWS,GW,GW,250,1,other_water_systems
294,CA1000206,0,0,0,0,0,0,0,0,0,0,HOUGHTON-KEARNEY SCHOOL,NTNCWS,GW,GW,235,4,other_water_systems
295,CA1000208,0,0,0,0,0,0,0,0,0,0,ROOSEVELT ELEMENTARY SCHOOL,NTNCWS,GW,GW,560,12,other_water_systems
296,CA1000213,0,0,0,0,0,0,0,0,0,0,HARRIS FARMS/HORSE BARN,CWS,SW,SW,98,20,other_water_systems
297,CA1000214,0,0,0,0,0,0,0,0,0,0,HARRIS RANCH RESTAURANT,NTNCWS,SW,SW,1750,4,other_water_systems
298,CA1000217,0,0,0,0,0,0,0,0,0,0,CENTRAL HIGH SCHOOL WEST,NTNCWS,GW,GW,870,10,other_water_systems
299,CA1000221,1,1,0,2,1,1,1,0,1,1,EASTON AUTHORITY JPA,NTNCWS,GW,GW,1000,23,other_water_systems
300,CA1000229,1,1,0,1,0,1,1,0,1,0,GREEN ACRES MOBILE HOME ESTATE,CWS,GW,GW,350,113,other_water_systems
301,CA1000238,0,0,0,0,0,0,0,0,0,0,CAMDEN TRAILER PARK,CWS,GW,GW,75,26,other_water_systems
302,CA1000244,0,0,0,5,0,0,0,0,1,0,SHADY LAKES MOBILE HOME PARK,CWS,GW,GW,160,65,other_water_systems
303,CA1000247,1,1,0,1,0,1,1,0,1,0,SHERWOOD FOREST MHP,CWS,GW,GW,48,48,other_water_systems
304,CA1000257,0,0,0,0,0,0,0,0,0,0,MT ARARAT MOBILE HOME PARK,CWS,GW,GW,47,36,other_water_systems
305,CA1000259,0,0,0,3,2,0,0,0,1,1,NEW HORIZONS MOBILE/RV PARK,CWS,GW,GW,82,77,other_water_systems
306,CA1000260,0,0,0,0,0,0,0,0,0,0,SANDY CREEK VILLAGE MHP,CWS,GW,GW,90,45,other_water_systems
307,CA1000265,0,0,0,0,0,0,0,0,0,0,MARY LOU MOBILE HOME PARK,CWS,GW,GW,63,34,other_water_systems
308,CA1000267,0,0,0,2,2,0,0,0,1,1,KINGS CANYON MOBILE HOME PARK,CWS,GW,GW,120,26,other_water_systems
309,CA1000277,1,1,0,29,1,1,1,0,1,1,ELM COURT,CWS,GW,GW,64,12,other_water_systems
310,CA1000279,0,0,0,0,0,0,0,0,0,0,U.C. KEARNEY FIELD STATION,NTNCWS,GW,GW,190,29,other_water_systems
311,CA1000280,1,1,0,5,2,1,1,0,1,1,SIERRA HIGH SCHOOL,NTNCWS,GW,GW,720,26,other_water_systems
312,CA1000295,1,1,0,4,3,1,1,0,1,1,KINGS PARK APARTMENTS,CWS,GW,GW,160,41,other_water_systems
313,CA1000298,0,0,0,0,0,0,0,0,0,0,WOODWARD BLUFFS MHP,CWS,GW,GW,300,172,other_water_systems
314,CA1000299,1,1,0,2,1,1,1,0,1,1,THREE PALMS MOBILEHOME PARK,CWS,GW,GW,347,105,other_water_systems
315,CA1000315,1,1,0,1,0,1,1,0,1,0,CLAY JOINT ELEMENTARY SCHOOL,NTNCWS,GW,GW,265,5,other_water_systems
316,CA1000316,0,0,0,0,0,0,0,0,0,0,KINGS CANYON HIGH SCHOOL,NTNCWS,GW,GW,119,1,other_water_systems
317,CA1000324,0,0,0,0,0,0,0,0,0,0,MANNING GARDENS CARE CENTER INC,CWS,GW,GW,170,1,other_water_systems
318,CA1000345,7,7,7,2,0,1,1,1,1,0,PANOCHE WATER DISTRICT,CWS,SW,SW,146,50,other_water_systems
319,CA1000359,18,18,18,2,2,1,1,1,1,1,FCSA #32/CANTUA CREEK,CWS,SW,SW,462,79,other_water_systems
320,CA1000361,0,0,0,0,0,0,0,0,0,0,WESTLANDS WATER DISTRICT,NTNCWS,SW,SW,48,4,other_water_systems
321,CA1000362,0,0,0,0,0,0,0,0,0,0,GOLDEN STATE VINTNERS - FRESNO,NTNCWS,GW,GW,43,1,other_water_systems
322,CA1000366,1,1,0,3,1,1,1,0,1,1,SUNNYSIDE CONVALESCENT HOSP,CWS,GW,GW,275,2,other_water_systems
323,CA1000367,1,1,0,2,1,1,1,0,1,1,SELMA HIGH SCHOOL,NTNCWS,GW,GW,2225,21,other_water_systems
324,CA1000369,0,0,0,1,1,0,0,0,1,1,ZONNEVELD DAIRY - CEDAR,CWS,GW,GW,100,15,other_water_systems
325,CA1000377,1,1,0,16,6,1,1,0,1,1,ST NICHOLAS RANCH & RETREAT,NTNCWS,GW,GW,78,2,other_water_systems
326,CA1000378,0,0,0,0,0,0,0,0,0,0,SUNSET WEST COMMUNITY LLC,CWS,GW,GW,350,159,other_water_systems
327,CA1000381,1,1,0,3,1,1,1,0,1,1,SUN MAID GROWERS OF CALIFORNIA,NTNCWS,GW,GW,750,3,other_water_systems
328,CA1000383,0,0,0,2,0,0,0,0,1,0,GUARDIAN INDUSTRIES LLC,NTNCWS,GW,GW,245,1,other_water_systems
329,CA1000405,0,0,0,1,0,0,0,0,1,0,KINGS RIVER POINT,CWS,GW,GW,36,15,other_water_systems
330,CA1000411,0,0,0,3,2,0,0,0,1,1,O'NEILL VINTNERS & DISTILLERS,NTNCWS,GW,GW,90,2,other_water_systems
331,CA1000418,0,0,0,0,0,0,0,0,0,0,KINGS RIVER PACKING-CENTERVILLE,NTNCWS,GW,GW,45,2,other_water_systems
332,CA1000424,0,0,0,0,0,0,0,0,0,0,PRATHER WATER DISTRICT,NTNCWS,GW,GW,449,21,other_water_systems
333,CA1000426,1,1,0,3,1,1,1,0,1,1,RIVERBEND MOBILE HOME & RV PARK,CWS,GW,GW,400,49,other_water_systems
334,CA1000430,0,0,0,3,3,0,0,0,1,1,COUNTRYSIDE CARE CENTER,CWS,GW,GW,1234,1,other_water_systems
335,CA1000440,0,0,0,0,0,0,0,0,0,0,HMC GROUP COLD STORAGE,NTNCWS,GW,GW,580,1,other_water_systems
336,CA1000447,0,0,0,0,0,0,0,0,0,0,E&J GALLO WINERY,NTNCWS,GW,GW,232,1,other_water_systems
337,CA1000461,0,0,0,1,0,0,0,0,1,0,WESTERN VALLEY MEAT COMPANY,NTNCWS,GW,GW,700,4,other_water_systems
338,CA1000467,0,0,0,0,0,0,0,0,0,0,USA WASTE OF CALIFORNIA,NTNCWS,GW,GW,50,6,other_water_systems
339,CA1000468,1,1,0,1,0,1,1,0,1,0,CARUTHERS RAISIN PACKING CO,NTNCWS,GW,GW,150,10,other_water_systems
340,CA1000471,0,0,0,0,0,0,0,0,0,0,FCSA #39 A&B,CWS,GW,GWP,395,141,other_water_systems
341,CA1000472,0,0,0,0,0,0,0,0,0,0,PG&E HELMS SUPPORT FACILITY,CWS,GW,GW,40,22,other_water_systems
342,CA1000473,5,5,5,0,0,1,1,1,0,0,BELMONT COUNTRY CLUB,NTNCWS,GW,GW,150,1,other_water_systems
343,CA1000476,1,1,0,3,2,1,1,0,1,1,FOOTHILL ELEMENTARY SCHOOL,NTNCWS,GW,GW,750,12,other_water_systems
344,CA1000480,0,0,0,2,2,0,0,0,1,1,FOWLER PACKING COMPANY,NTNCWS,GW,GW,470,5,other_water_systems
345,CA1000484,6,6,6,1,1,1,1,1,1,1,FCSA #34/ MILLERTON NEW TOWN,CWS,SW,SW,1117,403,other_water_systems
346,CA1000485,1,1,0,3,2,1,1,0,1,1,TESSENDERLO KERLEY INC,NTNCWS,GW,GW,70,8,other_water_systems
347,CA1000486,0,0,0,0,0,0,0,0,0,0,LION RAISINS PACKING COMPANY,NTNCWS,GW,GW,80,3,other_water_systems
348,CA1000490,0,0,0,0,0,0,0,0,0,0,LOS GATOS TOMATO PRODUCTS,NTNCWS,SW,SW,219,1,other_water_systems
349,CA1000495,0,0,0,22,9,0,0,0,1,1,THE VINE,NTNCWS,GW,GW,70,3,other_water_systems
350,CA1000514,0,0,0,1,1,0,0,0,1,1,KINGS RIVER PACKING COMPANY,NTNCWS,GW,GW,500,2,other_water_systems
351,CA1000517,0,0,0,0,0,0,0,0,0,0,BLOSSOM TRAIL CAFE,NTNCWS,GW,GW,318,2,other_water_systems
352,CA1000526,0,0,0,0,0,0,0,0,0,0,HARRIS RANCH BEEF CO,NTNCWS,GW,GW,950,2,other_water_systems
353,CA1000533,1,1,1,2,1,1,1,1,1,1,THREE CROWNS ASSOCIATION,NTNCWS,GW,GW,25,24,other_water_systems
354,CA1000534,0,0,0,0,0,0,0,0,0,0,CHOOLJIAN BROS PACKING CO,NTNCWS,GW,GW,30,1,other_water_systems
355,CA1000541,0,0,0,0,0,0,0,0,0,0,FRESNO VALVES & CASTINGS,NTNCWS,GW,GW,250,2,other_water_systems
356,CA1000546,6,6,6,2,2,1,1,1,1,1,FCSA #49/ FIVE POINTS,CWS,SW,SW,440,46,other_water_systems
357,CA1000548,0,0,0,0,0,0,0,0,0,0,PG&E AUBERRY SERVICE CENTER,NTNCWS,GW,GW,25,4,other_water_systems
358,CA1000550,0,0,0,0,0,0,0,0,0,0,FCSA #44D/MONTE VERDI,CWS,GW,GW,344,125,other_water_systems
359,CA1000551,0,0,0,0,0,0,0,0,0,0,FCSA #43/RAISIN CITY,CWS,GW,GW,182,68,other_water_systems
360,CA1000554,4,4,4,0,0,1,1,1,0,0,FCSA #10A/MANSIONETTE ESTATES,CWS,GW,GW,81,29,other_water_systems
361,CA1000555,0,0,0,0,0,0,0,0,0,0,FCSA #44C/RIVERVIEW ESTATES,CWS,GW,GW,34,12,other_water_systems
362,CA1000562,0,0,0,0,0,0,0,0,0,0,SOUTHWEST TRANSPORTATION AGENCY,NTNCWS,GW,GW,25,2,other_water_systems
363,CA1000565,1,1,1,4,3,1,1,1,1,1,USDA AGRICULTURAL RESEARCH SERVICE,NTNCWS,GW,GW,130,27,other_water_systems
364,CA1000566,5,5,5,0,0,1,1,1,0,0,FOSTER FARMS - CEDAR HATCHERY,NTNCWS,GW,GW,47,2,other_water_systems
365,CA1000570,0,0,0,1,1,0,0,0,1,1,JUVENILE JUSTICE CAMPUS,CWS,GW,GW,565,15,carceral_water_system
366,CA1000574,0,0,0,0,0,0,0,0,0,0,FCSA #34B/VENTANA HILLS,CWS,GW,GW,65,15,other_water_systems
367,CA1000575,0,0,0,0,0,0,0,0,0,0,POINDEXTER NUT COMPANY,NTNCWS,GW,GW,50,6,other_water_systems
368,CA1000576,1,1,1,2,1,1,1,1,1,1,LONE STAR DEHYDRATOR,NTNCWS,GW,GW,175,2,other_water_systems
369,CA1000578,0,0,0,2,1,0,0,0,1,1,WEST TECH INDUSTRIAL PARK,NTNCWS,GW,GW,42,16,other_water_systems
370,CA1000580,6,6,5,1,0,1,1,1,1,0,CAMPOS BROS. FARMS,NTNCWS,GW,GW,520,10,other_water_systems
371,CA1000583,0,0,0,0,0,0,0,0,0,0,SEQUOIA BIBLE FELLOWSHIP,NTNCWS,GW,GW,39,1,other_water_systems
372,CA1000584,0,0,0,0,0,0,0,0,0,0,TRUE ORGANIC PRODUCTS,NTNCWS,GW,GW,90,4,other_water_systems
373,CA1000585,1,1,0,8,5,1,1,0,1,1,MURRIETA/HERNANDEZ FARMS,CWS,GW,GW,25,10,other_water_systems
374,CA1000593,0,0,0,1,1,0,0,0,1,1,VIE-DEL COMPANY,NTNCWS,GW,GW,60,2,other_water_systems
375,CA1000602,1,1,0,1,0,1,1,0,1,0,BAKER COMMODITIES INC.,NTNCWS,GW,GW,60,2,other_water_systems
376,CA1000607,0,0,0,0,0,0,0,0,0,0,GOLD LEAF FARMING LLC,NTNCWS,SW,SW,64,13,other_water_systems
377,CA1000627,0,0,0,0,0,0,0,0,0,0,ZONNEVELD DAIRY - CERINI,CWS,GW,GW,62,14,other_water_systems
378,CA1000639,0,0,0,0,0,0,0,0,0,0,CALWEST RAIN - KERMAN,NTNCWS,GW,GW,90,3,other_water_systems
379,CA1000641,0,0,0,1,0,0,0,0,1,0,LARRY A SHEHADEY DAIRY,NTNCWS,GW,GW,95,2,other_water_systems
380,CA1000643,0,0,0,0,0,0,0,0,0,0,OPEN SKY RANCH,NTNCWS,GW,GW,40,8,other_water_systems
381,CA1000645,0,0,0,0,0,0,0,0,0,0,"GRANVILLE FARMS, LLC",NTNCWS,SW,SW,27,8,other_water_systems
382,CA1000663,0,0,0,1,1,0,0,0,1,1,HUEBERT FARMS,NTNCWS,GW,GW,60,4,other_water_systems
383,CA1000673,1,1,0,1,0,1,1,0,1,0,H AND R FACILITIES,NTNCWS,GW,GW,115,1,other_water_systems
384,CA1009020,0,0,0,0,0,0,0,0,0,0,FIVE POINTS RANCH,CWS,GW,GW,98,8,other_water_systems
385,CA1009023,0,0,0,0,0,0,0,0,0,0,BRITZ/COLUSA,CWS,SW,SW,85,15,other_water_systems
386,CA1009027,0,0,0,0,0,0,0,0,0,0,HARRIS FARMS HEADQUARTERS,CWS,SW,SW,140,50,other_water_systems
387,CA1009028,0,0,0,0,0,0,0,0,0,0,HARRIS FARMS SOUTH #101-144,CWS,SW,SW,182,29,other_water_systems
388,CA1009039,4,4,3,1,0,1,1,1,1,0,PAPPAS & CO (MENDOTA),CWS,SW,SW,27,13,other_water_systems
389,CA1009051,5,5,5,0,0,1,1,1,0,0,"CANTUA CREEK VINEYARDS, IV, LLC.",CWS,GW,GW,52,16,other_water_systems
390,CA1009078,2,2,2,0,0,1,1,1,0,0,HARRIS FEEDING COMPANY,CWS,SW,SW,222,20,other_water_systems
391,CA1009091,0,0,0,0,0,0,0,0,0,0,"OLAM SPICES AND VEGETABLES, INC.",NTNCWS,GW,GW,325,1,other_water_systems
392,CA1009111,0,0,0,0,0,0,0,0,0,0,SCE/BIG CREEK POWERHOUSE #1,CWS,SW,SW,126,105,other_water_systems
393,CA1009120,0,0,0,0,0,0,0,0,0,0,RAU DAIRY,CWS,GW,GW,105,43,other_water_systems
394,CA1009179,0,0,0,0,0,0,0,0,0,0,BRITZ/FIVE POINT SYSTEM,CWS,SW,SW,76,23,other_water_systems
395,CA1009214,1,1,1,0,0,1,1,1,0,0,WESTSIDE HARVESTING,CWS,SW,SW,72,24,other_water_systems
396,CA1009222,0,0,0,0,0,0,0,0,0,0,TERRA LINDA FARMS,CWS,SW,SW,80,12,other_water_systems
397,CA1009232,0,0,0,0,0,0,0,0,0,0,"CC FARMS, LLC.",CWS,SW,SW,82,19,other_water_systems
398,CA1010001,4,4,3,2,1,1,1,1,1,1,BAKMAN WATER COMPANY,CWS,GW,GW,17393,2679,other_water_systems
399,CA1010003,0,0,0,0,0,0,0,0,0,0,CITY OF CLOVIS,CWS,SW,SW,128411,39512,other_water_systems
400,CA1010004,0,0,0,0,0,0,0,0,0,0,COALINGA-CITY,CWS,SW,SW,17277,4026,carceral_serving_water_system
401,CA1010005,0,0,0,0,0,0,0,0,0,0,FIREBAUGH CITY,CWS,GW,GW,8096,1642,other_water_systems
